,Zimbabwe,source,target,value
2862,Bhutan,Congenital anomalies,Cleft lip and cleft palate,0.0
2863,Bhutan,Congenital anomalies,Down syndrome,0.0
2864,Bhutan,Congenital anomalies,Congenital heart anomalies,0.0
2865,Bhutan,Congenital anomalies,Other chromosomal anomalies,0.0
2866,Bhutan,Congenital anomalies,Other congenital anomalies,0.0
2867,Bhutan,Noncommunicable diseases,Oral conditions,0.0
2869,Bolivia (Plurinational State of),All Causes,"Communicable, maternal, perinatal and nutritional conditions",25.6
2870,Bolivia (Plurinational State of),All Causes,Noncommunicable diseases,35.6
2871,Bolivia (Plurinational State of),All Causes,Injuries,5.7
2874,Bolivia (Plurinational State of),"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,9.6
2876,Bolivia (Plurinational State of),Infectious and parasitic diseases,Tuberculosis,2.5
2877,Bolivia (Plurinational State of),Infectious and parasitic diseases,STDs excluding HIV,0.2
2878,Bolivia (Plurinational State of),Infectious and parasitic diseases,HIV/AIDS,1.5
2879,Bolivia (Plurinational State of),Infectious and parasitic diseases,Diarrhoeal diseases,3.4
2880,Bolivia (Plurinational State of),Infectious and parasitic diseases,Childhood-cluster diseases,0.5
2881,Bolivia (Plurinational State of),Infectious and parasitic diseases,Meningitis,0.5
2882,Bolivia (Plurinational State of),Infectious and parasitic diseases,Encephalitis,0.2
2883,Bolivia (Plurinational State of),Infectious and parasitic diseases,Hepatitis,0.0
2884,Bolivia (Plurinational State of),Infectious and parasitic diseases,Parasitic and vector diseases,0.7
2885,Bolivia (Plurinational State of),Infectious and parasitic diseases,Intestinal nematode infections,0.0
2886,Bolivia (Plurinational State of),Infectious and parasitic diseases,Leprosy,0.0
2887,Bolivia (Plurinational State of),Infectious and parasitic diseases,Other infectious diseases,0.1
2888,Bolivia (Plurinational State of),"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,7.6
2890,Bolivia (Plurinational State of),Respiratory Infectious ,Lower respiratory infections,7.5
2891,Bolivia (Plurinational State of),Respiratory Infectious ,Upper respiratory infections,0.0
2892,Bolivia (Plurinational State of),Respiratory Infectious ,Otitis media,0.0
2893,Bolivia (Plurinational State of),"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.5
2895,Bolivia (Plurinational State of),"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,6.6
2897,Bolivia (Plurinational State of),Neonatal conditions,Preterm birth complications,2.8
2898,Bolivia (Plurinational State of),Neonatal conditions,Birth asphyxia and birth trauma,2.5
2899,Bolivia (Plurinational State of),Neonatal conditions,Neonatal sepsis and infections,1.0
2900,Bolivia (Plurinational State of),Neonatal conditions,Other neonatal conditions,0.3
2901,Bolivia (Plurinational State of),"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,1.3
2903,Bolivia (Plurinational State of),Nutritional deficiencies,Protein-energy malnutrition,1.2
2904,Bolivia (Plurinational State of),Nutritional deficiencies,Iodine deficiency,0.0
2905,Bolivia (Plurinational State of),Nutritional deficiencies,Vitamin A deficiency,0.0
2906,Bolivia (Plurinational State of),Nutritional deficiencies,Iron-deficiency anaemia,0.0
2907,Bolivia (Plurinational State of),Nutritional deficiencies,Other nutritional deficiencies,0.1
2909,Bolivia (Plurinational State of),Noncommunicable diseases,Malignant neoplasms,5.9
2911,Bolivia (Plurinational State of),Malignant neoplasms,Mouth and oropharynx cancers,0.0
2912,Bolivia (Plurinational State of),Malignant neoplasms,Oesophagus cancer,0.1
2913,Bolivia (Plurinational State of),Malignant neoplasms,Stomach cancer,0.6
2914,Bolivia (Plurinational State of),Malignant neoplasms,Colon and rectum cancers,0.2
2915,Bolivia (Plurinational State of),Malignant neoplasms,Liver cancer,0.4
2916,Bolivia (Plurinational State of),Malignant neoplasms,Pancreas cancer,0.1
2917,Bolivia (Plurinational State of),Malignant neoplasms,"Trachea, bronchus, lung cancers",0.4
2918,Bolivia (Plurinational State of),Malignant neoplasms,Melanoma and other skin cancers,0.1
2919,Bolivia (Plurinational State of),Malignant neoplasms,Breast cancer,0.3
2920,Bolivia (Plurinational State of),Malignant neoplasms,Cervix uteri cancer,0.8
2921,Bolivia (Plurinational State of),Malignant neoplasms,Corpus uteri cancer,0.1
2922,Bolivia (Plurinational State of),Malignant neoplasms,Ovary cancer,0.0
2923,Bolivia (Plurinational State of),Malignant neoplasms,Prostate cancer,0.2
2924,Bolivia (Plurinational State of),Malignant neoplasms,Testicular cancer,0.0
2925,Bolivia (Plurinational State of),Malignant neoplasms,Kidney cancer,0.1
2926,Bolivia (Plurinational State of),Malignant neoplasms,Bladder cancer,0.0
2927,Bolivia (Plurinational State of),Malignant neoplasms,Brain and nervous system cancers,0.1
2928,Bolivia (Plurinational State of),Malignant neoplasms,Gallbladder and biliary tract cancer,0.7
2929,Bolivia (Plurinational State of),Malignant neoplasms,Larynx cancer,0.0
2930,Bolivia (Plurinational State of),Malignant neoplasms,Thyroid cancer,0.0
2931,Bolivia (Plurinational State of),Malignant neoplasms,Mesothelioma,0.0
2932,Bolivia (Plurinational State of),Malignant neoplasms,"Lymphomas, multiple myeloma",0.1
2933,Bolivia (Plurinational State of),Malignant neoplasms,Leukaemia,0.3
2934,Bolivia (Plurinational State of),Malignant neoplasms,Other malignant neoplasms,1.0
2935,Bolivia (Plurinational State of),Noncommunicable diseases,Other neoplasms,0.0
2937,Bolivia (Plurinational State of),Noncommunicable diseases,Diabetes mellitus,2.5
2939,Bolivia (Plurinational State of),Noncommunicable diseases,"Endocrine, blood, immune disorders",0.3
2941,Bolivia (Plurinational State of),"Endocrine, blood, immune disorders",Thalassaemias,0.0
2942,Bolivia (Plurinational State of),"Endocrine, blood, immune disorders",Sickle cell disorders and trait,0.0
2943,Bolivia (Plurinational State of),"Endocrine, blood, immune disorders",Other haemoglobinopathies and haemolytic anaemias,0.1
2944,Bolivia (Plurinational State of),"Endocrine, blood, immune disorders","Other endocrine, blood and immune disorders",0.2
2945,Bolivia (Plurinational State of),Noncommunicable diseases,Mental and substance use disorders,0.5
2947,Bolivia (Plurinational State of),Mental and substance use disorders,Depressive disorders,0.0
2948,Bolivia (Plurinational State of),Mental and substance use disorders,Bipolar disorder,0.0
2949,Bolivia (Plurinational State of),Mental and substance use disorders,Schizophrenia,0.0
2950,Bolivia (Plurinational State of),Mental and substance use disorders,Alcohol use disorders,0.3
2951,Bolivia (Plurinational State of),Mental and substance use disorders,Drug use disorders,0.2
2952,Bolivia (Plurinational State of),Mental and substance use disorders,Anxiety disorders,0.0
2953,Bolivia (Plurinational State of),Mental and substance use disorders,Eating disorders,0.0
2954,Bolivia (Plurinational State of),Mental and substance use disorders,Autism and Asperger syndrome,0.0
2955,Bolivia (Plurinational State of),Mental and substance use disorders,Childhood behavioural disorders,0.0
2956,Bolivia (Plurinational State of),Mental and substance use disorders,Idiopathic intellectual disability,0.0
2957,Bolivia (Plurinational State of),Mental and substance use disorders,Other mental and behavioural disorders,0.0
2958,Bolivia (Plurinational State of),Noncommunicable diseases,Neurological conditions,1.5
2960,Bolivia (Plurinational State of),Neurological conditions,Alzheimer disease and other dementias,0.9
2961,Bolivia (Plurinational State of),Neurological conditions,Parkinson disease,0.3
2962,Bolivia (Plurinational State of),Neurological conditions,Epilepsy,0.2
2963,Bolivia (Plurinational State of),Neurological conditions,Multiple sclerosis,0.0
2964,Bolivia (Plurinational State of),Neurological conditions,Migraine,0.0
2965,Bolivia (Plurinational State of),Neurological conditions,Non-migraine headache,0.0
2966,Bolivia (Plurinational State of),Neurological conditions,Other neurological conditions,0.1
2967,Bolivia (Plurinational State of),Noncommunicable diseases,Sense organ diseases,0.0
2969,Bolivia (Plurinational State of),Noncommunicable diseases,Cardiovascular diseases,12.5
2971,Bolivia (Plurinational State of),Cardiovascular diseases,Rheumatic heart disease,0.3
2972,Bolivia (Plurinational State of),Cardiovascular diseases,Hypertensive heart disease,0.9
2973,Bolivia (Plurinational State of),Cardiovascular diseases,Ischaemic heart disease,5.7
2974,Bolivia (Plurinational State of),Cardiovascular diseases,Stroke,4.6
2975,Bolivia (Plurinational State of),Cardiovascular diseases,"Cardiomyopathy, myocarditis, endocarditis",0.2
2976,Bolivia (Plurinational State of),Cardiovascular diseases,Other circulatory diseases,0.7
2977,Bolivia (Plurinational State of),Noncommunicable diseases,Respiratory diseases,2.8
2979,Bolivia (Plurinational State of),Respiratory diseases,Chronic obstructive pulmonary disease,1.9
2980,Bolivia (Plurinational State of),Respiratory diseases,Asthma,0.3
2981,Bolivia (Plurinational State of),Respiratory diseases,Other respiratory diseases,0.6
2982,Bolivia (Plurinational State of),Noncommunicable diseases,Digestive diseases,4.9
2984,Bolivia (Plurinational State of),Digestive diseases,Peptic ulcer disease,0.6
2985,Bolivia (Plurinational State of),Digestive diseases,Cirrhosis of the liver,2.5
2986,Bolivia (Plurinational State of),Digestive diseases,Appendicitis,0.2
2987,Bolivia (Plurinational State of),Digestive diseases,Gastritis and duodenitis,0.1
2988,Bolivia (Plurinational State of),Digestive diseases,Paralytic ileus and intestinal obstruction,0.5
2989,Bolivia (Plurinational State of),Digestive diseases,Inflammatory bowel disease,0.0
2990,Bolivia (Plurinational State of),Digestive diseases,Gallbladder and biliary diseases,0.3
2991,Bolivia (Plurinational State of),Digestive diseases,Pancreatitis,0.3
2992,Bolivia (Plurinational State of),Digestive diseases,Other digestive diseases,0.3
2993,Bolivia (Plurinational State of),Noncommunicable diseases,Genitourinary diseases,2.8
2995,Bolivia (Plurinational State of),Genitourinary diseases,Kidney diseases,2.6
2996,Bolivia (Plurinational State of),Genitourinary diseases,Benign prostatic hyperplasia,0.0
2997,Bolivia (Plurinational State of),Genitourinary diseases,Urolithiasis,0.0
2998,Bolivia (Plurinational State of),Genitourinary diseases,Other urinary diseases,0.2
2999,Bolivia (Plurinational State of),Genitourinary diseases,Infertility,0.0
3000,Bolivia (Plurinational State of),Genitourinary diseases,Gynecological diseases,0.0
3001,Bolivia (Plurinational State of),Noncommunicable diseases,Skin diseases,0.0
3003,Bolivia (Plurinational State of),Noncommunicable diseases,Musculoskeletal diseases,0.1
3005,Bolivia (Plurinational State of),Musculoskeletal diseases,Rheumatoid arthritis,0.0
3006,Bolivia (Plurinational State of),Musculoskeletal diseases,Osteoarthritis,0.0
3007,Bolivia (Plurinational State of),Musculoskeletal diseases,Gout,0.0
3008,Bolivia (Plurinational State of),Musculoskeletal diseases,Back and neck pain,0.0
3009,Bolivia (Plurinational State of),Musculoskeletal diseases,Other musculoskeletal disorders,0.0
3010,Bolivia (Plurinational State of),Noncommunicable diseases,Congenital anomalies,1.8
3012,Bolivia (Plurinational State of),Congenital anomalies,Neural tube defects,0.1
3013,Bolivia (Plurinational State of),Congenital anomalies,Cleft lip and cleft palate,0.0
3014,Bolivia (Plurinational State of),Congenital anomalies,Down syndrome,0.1
3015,Bolivia (Plurinational State of),Congenital anomalies,Congenital heart anomalies,0.8
3016,Bolivia (Plurinational State of),Congenital anomalies,Other chromosomal anomalies,0.0
3017,Bolivia (Plurinational State of),Congenital anomalies,Other congenital anomalies,0.7
3018,Bolivia (Plurinational State of),Noncommunicable diseases,Oral conditions,0.0
3020,Bosnia and Herzegovina,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.9
3021,Bosnia and Herzegovina,All Causes,Noncommunicable diseases,25.7
3022,Bosnia and Herzegovina,All Causes,Injuries,1.8
3025,Bosnia and Herzegovina,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.3
3027,Bosnia and Herzegovina,Infectious and parasitic diseases,Tuberculosis,0.2
3028,Bosnia and Herzegovina,Infectious and parasitic diseases,STDs excluding HIV,0.0
3029,Bosnia and Herzegovina,Infectious and parasitic diseases,HIV/AIDS,0.0
3030,Bosnia and Herzegovina,Infectious and parasitic diseases,Diarrhoeal diseases,0.0
3031,Bosnia and Herzegovina,Infectious and parasitic diseases,Childhood-cluster diseases,0.0
3032,Bosnia and Herzegovina,Infectious and parasitic diseases,Meningitis,0.0
3033,Bosnia and Herzegovina,Infectious and parasitic diseases,Encephalitis,0.0
3034,Bosnia and Herzegovina,Infectious and parasitic diseases,Hepatitis,0.0
3035,Bosnia and Herzegovina,Infectious and parasitic diseases,Parasitic and vector diseases,0.0
3036,Bosnia and Herzegovina,Infectious and parasitic diseases,Intestinal nematode infections,0.0
3037,Bosnia and Herzegovina,Infectious and parasitic diseases,Leprosy,0.0
3038,Bosnia and Herzegovina,Infectious and parasitic diseases,Other infectious diseases,0.0
3039,Bosnia and Herzegovina,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.4
3041,Bosnia and Herzegovina,Respiratory Infectious ,Lower respiratory infections,0.4
3042,Bosnia and Herzegovina,Respiratory Infectious ,Upper respiratory infections,0.0
3043,Bosnia and Herzegovina,Respiratory Infectious ,Otitis media,0.0
3044,Bosnia and Herzegovina,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
3046,Bosnia and Herzegovina,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
3048,Bosnia and Herzegovina,Neonatal conditions,Preterm birth complications,0.1
3049,Bosnia and Herzegovina,Neonatal conditions,Birth asphyxia and birth trauma,0.0
3050,Bosnia and Herzegovina,Neonatal conditions,Neonatal sepsis and infections,0.0
3051,Bosnia and Herzegovina,Neonatal conditions,Other neonatal conditions,0.0
3052,Bosnia and Herzegovina,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
3054,Bosnia and Herzegovina,Nutritional deficiencies,Protein-energy malnutrition,0.0
3055,Bosnia and Herzegovina,Nutritional deficiencies,Iodine deficiency,0.0
3056,Bosnia and Herzegovina,Nutritional deficiencies,Vitamin A deficiency,0.0
3057,Bosnia and Herzegovina,Nutritional deficiencies,Iron-deficiency anaemia,0.0
3058,Bosnia and Herzegovina,Nutritional deficiencies,Other nutritional deficiencies,0.0
3060,Bosnia and Herzegovina,Noncommunicable diseases,Malignant neoplasms,5.9
3062,Bosnia and Herzegovina,Malignant neoplasms,Mouth and oropharynx cancers,0.1
3063,Bosnia and Herzegovina,Malignant neoplasms,Oesophagus cancer,0.1
3064,Bosnia and Herzegovina,Malignant neoplasms,Stomach cancer,0.5
3065,Bosnia and Herzegovina,Malignant neoplasms,Colon and rectum cancers,0.5
3066,Bosnia and Herzegovina,Malignant neoplasms,Liver cancer,0.3
3067,Bosnia and Herzegovina,Malignant neoplasms,Pancreas cancer,0.3
3068,Bosnia and Herzegovina,Malignant neoplasms,"Trachea, bronchus, lung cancers",1.7
3069,Bosnia and Herzegovina,Malignant neoplasms,Melanoma and other skin cancers,0.1
3070,Bosnia and Herzegovina,Malignant neoplasms,Breast cancer,0.3
3071,Bosnia and Herzegovina,Malignant neoplasms,Cervix uteri cancer,0.1
3072,Bosnia and Herzegovina,Malignant neoplasms,Corpus uteri cancer,0.1
3073,Bosnia and Herzegovina,Malignant neoplasms,Ovary cancer,0.1
3074,Bosnia and Herzegovina,Malignant neoplasms,Prostate cancer,0.2
3075,Bosnia and Herzegovina,Malignant neoplasms,Testicular cancer,0.0
3076,Bosnia and Herzegovina,Malignant neoplasms,Kidney cancer,0.1
3077,Bosnia and Herzegovina,Malignant neoplasms,Bladder cancer,0.1
3078,Bosnia and Herzegovina,Malignant neoplasms,Brain and nervous system cancers,0.2
3079,Bosnia and Herzegovina,Malignant neoplasms,Gallbladder and biliary tract cancer,0.2
3080,Bosnia and Herzegovina,Malignant neoplasms,Larynx cancer,0.1
3081,Bosnia and Herzegovina,Malignant neoplasms,Thyroid cancer,0.0
3082,Bosnia and Herzegovina,Malignant neoplasms,Mesothelioma,0.0
3083,Bosnia and Herzegovina,Malignant neoplasms,"Lymphomas, multiple myeloma",0.1
3084,Bosnia and Herzegovina,Malignant neoplasms,Leukaemia,0.1
3085,Bosnia and Herzegovina,Malignant neoplasms,Other malignant neoplasms,0.6
3086,Bosnia and Herzegovina,Noncommunicable diseases,Other neoplasms,0.0
3088,Bosnia and Herzegovina,Noncommunicable diseases,Diabetes mellitus,0.9
3090,Bosnia and Herzegovina,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
3092,Bosnia and Herzegovina,"Endocrine, blood, immune disorders",Thalassaemias,0.0
3093,Bosnia and Herzegovina,"Endocrine, blood, immune disorders",Sickle cell disorders and trait,0.0
3094,Bosnia and Herzegovina,"Endocrine, blood, immune disorders",Other haemoglobinopathies and haemolytic anaemias,0.0
3095,Bosnia and Herzegovina,"Endocrine, blood, immune disorders","Other endocrine, blood and immune disorders",0.0
3096,Bosnia and Herzegovina,Noncommunicable diseases,Mental and substance use disorders,0.2
3098,Bosnia and Herzegovina,Mental and substance use disorders,Depressive disorders,0.0
3099,Bosnia and Herzegovina,Mental and substance use disorders,Bipolar disorder,0.0
3100,Bosnia and Herzegovina,Mental and substance use disorders,Schizophrenia,0.0
3101,Bosnia and Herzegovina,Mental and substance use disorders,Alcohol use disorders,0.2
3102,Bosnia and Herzegovina,Mental and substance use disorders,Drug use disorders,0.0
3103,Bosnia and Herzegovina,Mental and substance use disorders,Anxiety disorders,0.0
3104,Bosnia and Herzegovina,Mental and substance use disorders,Eating disorders,0.0
3105,Bosnia and Herzegovina,Mental and substance use disorders,Autism and Asperger syndrome,0.0
3106,Bosnia and Herzegovina,Mental and substance use disorders,Childhood behavioural disorders,0.0
3107,Bosnia and Herzegovina,Mental and substance use disorders,Idiopathic intellectual disability,0.0
3108,Bosnia and Herzegovina,Mental and substance use disorders,Other mental and behavioural disorders,0.0
3109,Bosnia and Herzegovina,Noncommunicable diseases,Neurological conditions,1.0
3111,Bosnia and Herzegovina,Neurological conditions,Alzheimer disease and other dementias,0.6
3112,Bosnia and Herzegovina,Neurological conditions,Parkinson disease,0.2
3113,Bosnia and Herzegovina,Neurological conditions,Epilepsy,0.1
3114,Bosnia and Herzegovina,Neurological conditions,Multiple sclerosis,0.0
3115,Bosnia and Herzegovina,Neurological conditions,Migraine,0.0
3116,Bosnia and Herzegovina,Neurological conditions,Non-migraine headache,0.0
3117,Bosnia and Herzegovina,Neurological conditions,Other neurological conditions,0.0
3118,Bosnia and Herzegovina,Noncommunicable diseases,Sense organ diseases,0.0
3120,Bosnia and Herzegovina,Noncommunicable diseases,Cardiovascular diseases,14.7
3122,Bosnia and Herzegovina,Cardiovascular diseases,Rheumatic heart disease,0.1
3123,Bosnia and Herzegovina,Cardiovascular diseases,Hypertensive heart disease,0.4
3124,Bosnia and Herzegovina,Cardiovascular diseases,Ischaemic heart disease,7.5
3125,Bosnia and Herzegovina,Cardiovascular diseases,Stroke,5.3
3126,Bosnia and Herzegovina,Cardiovascular diseases,"Cardiomyopathy, myocarditis, endocarditis",0.5
3127,Bosnia and Herzegovina,Cardiovascular diseases,Other circulatory diseases,1.0
3128,Bosnia and Herzegovina,Noncommunicable diseases,Respiratory diseases,1.1
3130,Bosnia and Herzegovina,Respiratory diseases,Chronic obstructive pulmonary disease,1.0
3131,Bosnia and Herzegovina,Respiratory diseases,Asthma,0.1
3132,Bosnia and Herzegovina,Respiratory diseases,Other respiratory diseases,0.0
3133,Bosnia and Herzegovina,Noncommunicable diseases,Digestive diseases,1.2
3135,Bosnia and Herzegovina,Digestive diseases,Peptic ulcer disease,0.1
3136,Bosnia and Herzegovina,Digestive diseases,Cirrhosis of the liver,0.7
3137,Bosnia and Herzegovina,Digestive diseases,Appendicitis,0.0
3138,Bosnia and Herzegovina,Digestive diseases,Gastritis and duodenitis,0.0
3139,Bosnia and Herzegovina,Digestive diseases,Paralytic ileus and intestinal obstruction,0.1
3140,Bosnia and Herzegovina,Digestive diseases,Inflammatory bowel disease,0.0
3141,Bosnia and Herzegovina,Digestive diseases,Gallbladder and biliary diseases,0.1
3142,Bosnia and Herzegovina,Digestive diseases,Pancreatitis,0.1
3143,Bosnia and Herzegovina,Digestive diseases,Other digestive diseases,0.1
3144,Bosnia and Herzegovina,Noncommunicable diseases,Genitourinary diseases,0.5
3146,Bosnia and Herzegovina,Genitourinary diseases,Kidney diseases,0.4
3147,Bosnia and Herzegovina,Genitourinary diseases,Benign prostatic hyperplasia,0.0
3148,Bosnia and Herzegovina,Genitourinary diseases,Urolithiasis,0.0
3149,Bosnia and Herzegovina,Genitourinary diseases,Other urinary diseases,0.1
3150,Bosnia and Herzegovina,Genitourinary diseases,Infertility,0.0
3151,Bosnia and Herzegovina,Genitourinary diseases,Gynecological diseases,0.0
3152,Bosnia and Herzegovina,Noncommunicable diseases,Skin diseases,0.0
3154,Bosnia and Herzegovina,Noncommunicable diseases,Musculoskeletal diseases,0.0
3156,Bosnia and Herzegovina,Musculoskeletal diseases,Rheumatoid arthritis,0.0
3157,Bosnia and Herzegovina,Musculoskeletal diseases,Osteoarthritis,0.0
3158,Bosnia and Herzegovina,Musculoskeletal diseases,Gout,0.0
3159,Bosnia and Herzegovina,Musculoskeletal diseases,Back and neck pain,0.0
3160,Bosnia and Herzegovina,Musculoskeletal diseases,Other musculoskeletal disorders,0.0
3161,Bosnia and Herzegovina,Noncommunicable diseases,Congenital anomalies,0.1
3163,Bosnia and Herzegovina,Congenital anomalies,Neural tube defects,0.0
3164,Bosnia and Herzegovina,Congenital anomalies,Cleft lip and cleft palate,0.0
3165,Bosnia and Herzegovina,Congenital anomalies,Down syndrome,0.0
3166,Bosnia and Herzegovina,Congenital anomalies,Congenital heart anomalies,0.1
3167,Bosnia and Herzegovina,Congenital anomalies,Other chromosomal anomalies,0.0
3168,Bosnia and Herzegovina,Congenital anomalies,Other congenital anomalies,0.1
3169,Bosnia and Herzegovina,Noncommunicable diseases,Oral conditions,0.0
3171,Botswana,All Causes,"Communicable, maternal, perinatal and nutritional conditions",19.0
3172,Botswana,All Causes,Noncommunicable diseases,7.7
3173,Botswana,All Causes,Injuries,2.1
3176,Botswana,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,16.6
3178,Botswana,Infectious and parasitic diseases,Tuberculosis,0.7
3179,Botswana,Infectious and parasitic diseases,STDs excluding HIV,0.0
3180,Botswana,Infectious and parasitic diseases,HIV/AIDS,14.0
3181,Botswana,Infectious and parasitic diseases,Diarrhoeal diseases,1.0
3182,Botswana,Infectious and parasitic diseases,Childhood-cluster diseases,0.5
3183,Botswana,Infectious and parasitic diseases,Meningitis,0.2
3184,Botswana,Infectious and parasitic diseases,Encephalitis,0.0
3185,Botswana,Infectious and parasitic diseases,Hepatitis,0.0
3186,Botswana,Infectious and parasitic diseases,Parasitic and vector diseases,0.1
3187,Botswana,Infectious and parasitic diseases,Intestinal nematode infections,0.0
3188,Botswana,Infectious and parasitic diseases,Leprosy,0.0
3189,Botswana,Infectious and parasitic diseases,Other infectious diseases,0.0
3190,Botswana,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.8
3192,Botswana,Respiratory Infectious ,Lower respiratory infections,1.8
3193,Botswana,Respiratory Infectious ,Upper respiratory infections,0.0
3194,Botswana,Respiratory Infectious ,Otitis media,0.0
3195,Botswana,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.2
3197,Botswana,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.3
3199,Botswana,Neonatal conditions,Preterm birth complications,0.1
3200,Botswana,Neonatal conditions,Birth asphyxia and birth trauma,0.1
3201,Botswana,Neonatal conditions,Neonatal sepsis and infections,0.0
3202,Botswana,Neonatal conditions,Other neonatal conditions,0.0
3203,Botswana,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2
3205,Botswana,Nutritional deficiencies,Protein-energy malnutrition,0.1
3206,Botswana,Nutritional deficiencies,Iodine deficiency,0.0
3207,Botswana,Nutritional deficiencies,Vitamin A deficiency,0.0
3208,Botswana,Nutritional deficiencies,Iron-deficiency anaemia,0.0
3209,Botswana,Nutritional deficiencies,Other nutritional deficiencies,0.0
3211,Botswana,Noncommunicable diseases,Malignant neoplasms,0.7
3213,Botswana,Malignant neoplasms,Mouth and oropharynx cancers,0.1
3214,Botswana,Malignant neoplasms,Oesophagus cancer,0.1
3215,Botswana,Malignant neoplasms,Stomach cancer,0.0
3216,Botswana,Malignant neoplasms,Colon and rectum cancers,0.0
3217,Botswana,Malignant neoplasms,Liver cancer,0.0
3218,Botswana,Malignant neoplasms,Pancreas cancer,0.0
3219,Botswana,Malignant neoplasms,"Trachea, bronchus, lung cancers",0.0
3220,Botswana,Malignant neoplasms,Melanoma and other skin cancers,0.0
3221,Botswana,Malignant neoplasms,Breast cancer,0.0
3222,Botswana,Malignant neoplasms,Cervix uteri cancer,0.1
3223,Botswana,Malignant neoplasms,Corpus uteri cancer,0.0
3224,Botswana,Malignant neoplasms,Ovary cancer,0.0
3225,Botswana,Malignant neoplasms,Prostate cancer,0.0
3226,Botswana,Malignant neoplasms,Testicular cancer,0.0
3227,Botswana,Malignant neoplasms,Kidney cancer,0.0
3228,Botswana,Malignant neoplasms,Bladder cancer,0.0
3229,Botswana,Malignant neoplasms,Brain and nervous system cancers,0.0
3230,Botswana,Malignant neoplasms,Gallbladder and biliary tract cancer,0.0
3231,Botswana,Malignant neoplasms,Larynx cancer,0.0
3232,Botswana,Malignant neoplasms,Thyroid cancer,0.0
3233,Botswana,Malignant neoplasms,Mesothelioma,0.0
3234,Botswana,Malignant neoplasms,"Lymphomas, multiple myeloma",0.1
3235,Botswana,Malignant neoplasms,Leukaemia,0.0
3236,Botswana,Malignant neoplasms,Other malignant neoplasms,0.1
3237,Botswana,Noncommunicable diseases,Other neoplasms,0.0
3239,Botswana,Noncommunicable diseases,Diabetes mellitus,0.8
3241,Botswana,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
3243,Botswana,"Endocrine, blood, immune disorders",Thalassaemias,0.0
3244,Botswana,"Endocrine, blood, immune disorders",Sickle cell disorders and trait,0.0
3245,Botswana,"Endocrine, blood, immune disorders",Other haemoglobinopathies and haemolytic anaemias,0.0
3246,Botswana,"Endocrine, blood, immune disorders","Other endocrine, blood and immune disorders",0.1
3247,Botswana,Noncommunicable diseases,Mental and substance use disorders,0.1
3249,Botswana,Mental and substance use disorders,Depressive disorders,0.0
3250,Botswana,Mental and substance use disorders,Bipolar disorder,0.0
3251,Botswana,Mental and substance use disorders,Schizophrenia,0.0
3252,Botswana,Mental and substance use disorders,Alcohol use disorders,0.0
3253,Botswana,Mental and substance use disorders,Drug use disorders,0.0
3254,Botswana,Mental and substance use disorders,Anxiety disorders,0.0
3255,Botswana,Mental and substance use disorders,Eating disorders,0.0
3256,Botswana,Mental and substance use disorders,Autism and Asperger syndrome,0.0
3257,Botswana,Mental and substance use disorders,Childhood behavioural disorders,0.0
3258,Botswana,Mental and substance use disorders,Idiopathic intellectual disability,0.0
3259,Botswana,Mental and substance use disorders,Other mental and behavioural disorders,0.0
3260,Botswana,Noncommunicable diseases,Neurological conditions,0.2
3262,Botswana,Neurological conditions,Alzheimer disease and other dementias,0.1
3263,Botswana,Neurological conditions,Parkinson disease,0.0
3264,Botswana,Neurological conditions,Epilepsy,0.1
3265,Botswana,Neurological conditions,Multiple sclerosis,0.0
3266,Botswana,Neurological conditions,Migraine,0.0
3267,Botswana,Neurological conditions,Non-migraine headache,0.0
3268,Botswana,Neurological conditions,Other neurological conditions,0.0
3269,Botswana,Noncommunicable diseases,Sense organ diseases,0.0
3271,Botswana,Noncommunicable diseases,Cardiovascular diseases,3.4
3273,Botswana,Cardiovascular diseases,Rheumatic heart disease,0.1
3274,Botswana,Cardiovascular diseases,Hypertensive heart disease,0.4
3275,Botswana,Cardiovascular diseases,Ischaemic heart disease,1.2
3276,Botswana,Cardiovascular diseases,Stroke,1.4
3277,Botswana,Cardiovascular diseases,"Cardiomyopathy, myocarditis, endocarditis",0.2
3278,Botswana,Cardiovascular diseases,Other circulatory diseases,0.2
