,Zimbabwe,source,target,value
881,Canada,Noncommunicable diseases,Other neoplasms,1.4
882,Canada,Noncommunicable diseases,Diabetes mellitus,6.0
883,Canada,Noncommunicable diseases,"Endocrine, blood, immune disorders",2.1
884,Canada,Noncommunicable diseases,Mental and substance use disorders,2.6
885,Canada,Noncommunicable diseases,Neurological conditions,14.5
886,Canada,Noncommunicable diseases,Sense organ diseases,0.0
887,Canada,Noncommunicable diseases,Cardiovascular diseases,75.4
888,Canada,Noncommunicable diseases,Respiratory diseases,14.3
889,Canada,Noncommunicable diseases,Digestive diseases,8.2
890,Canada,Noncommunicable diseases,Genitourinary diseases,5.0
891,Canada,Noncommunicable diseases,Skin diseases,0.3
892,Canada,Noncommunicable diseases,Musculoskeletal diseases,1.4
893,Canada,Noncommunicable diseases,Congenital anomalies,1.1
894,Canada,Noncommunicable diseases,Oral conditions,0.0
895,Canada,Noncommunicable diseases,Sudden infant death syndrome,0.1
897,Canada,Injuries,Unintentional injuries,8.2
898,Canada,Injuries,Intentional injuries,4.2
899,Central African Republic,All Causes,"Communicable, maternal, perinatal and nutritional conditions",47.5
900,Central African Republic,All Causes,Noncommunicable diseases,18.9
901,Central African Republic,All Causes,Injuries,4.3
903,Central African Republic,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,32.6
904,Central African Republic,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,6.2
905,Central African Republic,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,1.9
906,Central African Republic,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,6.1
907,Central African Republic,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.8
909,Central African Republic,Noncommunicable diseases,Malignant neoplasms,1.7
910,Central African Republic,Noncommunicable diseases,Other neoplasms,0.0
911,Central African Republic,Noncommunicable diseases,Diabetes mellitus,1.2
912,Central African Republic,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.4
913,Central African Republic,Noncommunicable diseases,Mental and substance use disorders,0.1
914,Central African Republic,Noncommunicable diseases,Neurological conditions,0.4
915,Central African Republic,Noncommunicable diseases,Sense organ diseases,0.0
916,Central African Republic,Noncommunicable diseases,Cardiovascular diseases,8.5
917,Central African Republic,Noncommunicable diseases,Respiratory diseases,2.0
918,Central African Republic,Noncommunicable diseases,Digestive diseases,2.6
919,Central African Republic,Noncommunicable diseases,Genitourinary diseases,0.9
920,Central African Republic,Noncommunicable diseases,Skin diseases,0.0
921,Central African Republic,Noncommunicable diseases,Musculoskeletal diseases,0.0
922,Central African Republic,Noncommunicable diseases,Congenital anomalies,0.8
923,Central African Republic,Noncommunicable diseases,Oral conditions,0.0
924,Central African Republic,Noncommunicable diseases,Sudden infant death syndrome,0.1
926,Central African Republic,Injuries,Unintentional injuries,2.8
927,Central African Republic,Injuries,Intentional injuries,1.6
928,Chad,All Causes,"Communicable, maternal, perinatal and nutritional conditions",96.1
929,Chad,All Causes,Noncommunicable diseases,25.6
930,Chad,All Causes,Injuries,9.1
932,Chad,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,54.1
933,Chad,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,20.0
934,Chad,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,3.1
935,Chad,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,15.5
936,Chad,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,3.4
938,Chad,Noncommunicable diseases,Malignant neoplasms,3.0
939,Chad,Noncommunicable diseases,Other neoplasms,0.0
940,Chad,Noncommunicable diseases,Diabetes mellitus,1.1
941,Chad,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.9
942,Chad,Noncommunicable diseases,Mental and substance use disorders,0.1
943,Chad,Noncommunicable diseases,Neurological conditions,0.8
944,Chad,Noncommunicable diseases,Sense organ diseases,0.0
945,Chad,Noncommunicable diseases,Cardiovascular diseases,9.4
946,Chad,Noncommunicable diseases,Respiratory diseases,2.0
947,Chad,Noncommunicable diseases,Digestive diseases,3.8
948,Chad,Noncommunicable diseases,Genitourinary diseases,1.5
949,Chad,Noncommunicable diseases,Skin diseases,0.1
950,Chad,Noncommunicable diseases,Musculoskeletal diseases,0.0
951,Chad,Noncommunicable diseases,Congenital anomalies,2.6
952,Chad,Noncommunicable diseases,Oral conditions,0.0
953,Chad,Noncommunicable diseases,Sudden infant death syndrome,0.2
955,Chad,Injuries,Unintentional injuries,6.4
956,Chad,Injuries,Intentional injuries,2.7
957,Chile,All Causes,"Communicable, maternal, perinatal and nutritional conditions",8.6
958,Chile,All Causes,Noncommunicable diseases,62.3
959,Chile,All Causes,Injuries,7.9
961,Chile,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,2.2
962,Chile,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,4.7
963,Chile,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
964,Chile,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.9
965,Chile,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.6
967,Chile,Noncommunicable diseases,Malignant neoplasms,18.9
968,Chile,Noncommunicable diseases,Other neoplasms,0.8
969,Chile,Noncommunicable diseases,Diabetes mellitus,1.9
970,Chile,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.6
971,Chile,Noncommunicable diseases,Mental and substance use disorders,0.6
972,Chile,Noncommunicable diseases,Neurological conditions,2.3
973,Chile,Noncommunicable diseases,Sense organ diseases,0.0
974,Chile,Noncommunicable diseases,Cardiovascular diseases,22.4
975,Chile,Noncommunicable diseases,Respiratory diseases,4.4
976,Chile,Noncommunicable diseases,Digestive diseases,5.8
977,Chile,Noncommunicable diseases,Genitourinary diseases,2.6
978,Chile,Noncommunicable diseases,Skin diseases,0.4
979,Chile,Noncommunicable diseases,Musculoskeletal diseases,0.4
980,Chile,Noncommunicable diseases,Congenital anomalies,1.1
981,Chile,Noncommunicable diseases,Oral conditions,0.0
982,Chile,Noncommunicable diseases,Sudden infant death syndrome,0.1
984,Chile,Injuries,Unintentional injuries,5.5
985,Chile,Injuries,Intentional injuries,2.4
986,China,All Causes,"Communicable, maternal, perinatal and nutritional conditions",818.7
987,China,All Causes,Noncommunicable diseases,7020.1
988,China,All Causes,Injuries,823.4
990,China,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,253.7
991,China,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,300.8
992,China,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,12.9
993,China,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,236.5
994,China,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,14.8
996,China,Noncommunicable diseases,Malignant neoplasms,1833.6
997,China,Noncommunicable diseases,Other neoplasms,2.2
998,China,Noncommunicable diseases,Diabetes mellitus,97.7
999,China,Noncommunicable diseases,"Endocrine, blood, immune disorders",20.4
1000,China,Noncommunicable diseases,Mental and substance use disorders,33.0
1001,China,Noncommunicable diseases,Neurological conditions,208.1
1002,China,Noncommunicable diseases,Sense organ diseases,0.0
1003,China,Noncommunicable diseases,Cardiovascular diseases,2914.1
1004,China,Noncommunicable diseases,Respiratory diseases,1363.6
1005,China,Noncommunicable diseases,Digestive diseases,296.6
1006,China,Noncommunicable diseases,Genitourinary diseases,138.3
1007,China,Noncommunicable diseases,Skin diseases,6.4
1008,China,Noncommunicable diseases,Musculoskeletal diseases,11.7
1009,China,Noncommunicable diseases,Congenital anomalies,92.6
1010,China,Noncommunicable diseases,Oral conditions,0.0
1011,China,Noncommunicable diseases,Sudden infant death syndrome,1.9
1013,China,Injuries,Unintentional injuries,604.6
1014,China,Injuries,Intentional injuries,218.7
1015,Colombia,All Causes,"Communicable, maternal, perinatal and nutritional conditions",27.2
1016,Colombia,All Causes,Noncommunicable diseases,111.4
1017,Colombia,All Causes,Injuries,53.3
1019,Colombia,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,8.1
1020,Colombia,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,6.1
1021,Colombia,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.7
1022,Colombia,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,9.7
1023,Colombia,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,2.6
1025,Colombia,Noncommunicable diseases,Malignant neoplasms,27.8
1026,Colombia,Noncommunicable diseases,Other neoplasms,0.4
1027,Colombia,Noncommunicable diseases,Diabetes mellitus,5.1
1028,Colombia,Noncommunicable diseases,"Endocrine, blood, immune disorders",1.0
1029,Colombia,Noncommunicable diseases,Mental and substance use disorders,0.2
1030,Colombia,Noncommunicable diseases,Neurological conditions,1.3
1031,Colombia,Noncommunicable diseases,Sense organ diseases,0.0
1032,Colombia,Noncommunicable diseases,Cardiovascular diseases,48.3
1033,Colombia,Noncommunicable diseases,Respiratory diseases,10.6
1034,Colombia,Noncommunicable diseases,Digestive diseases,6.9
1035,Colombia,Noncommunicable diseases,Genitourinary diseases,4.3
1036,Colombia,Noncommunicable diseases,Skin diseases,0.5
1037,Colombia,Noncommunicable diseases,Musculoskeletal diseases,0.9
1038,Colombia,Noncommunicable diseases,Congenital anomalies,3.6
1039,Colombia,Noncommunicable diseases,Oral conditions,0.0
1040,Colombia,Noncommunicable diseases,Sudden infant death syndrome,0.1
1042,Colombia,Injuries,Unintentional injuries,12.5
1043,Colombia,Injuries,Intentional injuries,40.8
1044,Comoros,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.6
1045,Comoros,All Causes,Noncommunicable diseases,1.6
1046,Comoros,All Causes,Injuries,0.4
1048,Comoros,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.0
1049,Comoros,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.6
1050,Comoros,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
1051,Comoros,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.7
1052,Comoros,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
1054,Comoros,Noncommunicable diseases,Malignant neoplasms,0.2
1055,Comoros,Noncommunicable diseases,Other neoplasms,0.0
1056,Comoros,Noncommunicable diseases,Diabetes mellitus,0.1
1057,Comoros,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
1058,Comoros,Noncommunicable diseases,Mental and substance use disorders,0.0
1059,Comoros,Noncommunicable diseases,Neurological conditions,0.0
1060,Comoros,Noncommunicable diseases,Sense organ diseases,0.0
1061,Comoros,Noncommunicable diseases,Cardiovascular diseases,0.7
1062,Comoros,Noncommunicable diseases,Respiratory diseases,0.1
1063,Comoros,Noncommunicable diseases,Digestive diseases,0.2
1064,Comoros,Noncommunicable diseases,Genitourinary diseases,0.1
1065,Comoros,Noncommunicable diseases,Skin diseases,0.0
1066,Comoros,Noncommunicable diseases,Musculoskeletal diseases,0.0
1067,Comoros,Noncommunicable diseases,Congenital anomalies,0.1
1068,Comoros,Noncommunicable diseases,Oral conditions,0.0
1069,Comoros,Noncommunicable diseases,Sudden infant death syndrome,0.0
1071,Comoros,Injuries,Unintentional injuries,0.3
1072,Comoros,Injuries,Intentional injuries,0.1
1073,Congo,All Causes,"Communicable, maternal, perinatal and nutritional conditions",24.4
1074,Congo,All Causes,Noncommunicable diseases,12.2
1075,Congo,All Causes,Injuries,3.1
1077,Congo,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,16.0
1078,Congo,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,3.6
1079,Congo,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.9
1080,Congo,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,3.3
1081,Congo,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.5
1083,Congo,Noncommunicable diseases,Malignant neoplasms,0.8
1084,Congo,Noncommunicable diseases,Other neoplasms,0.0
1085,Congo,Noncommunicable diseases,Diabetes mellitus,0.9
1086,Congo,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2
1087,Congo,Noncommunicable diseases,Mental and substance use disorders,0.1
1088,Congo,Noncommunicable diseases,Neurological conditions,0.3
1089,Congo,Noncommunicable diseases,Sense organ diseases,0.0
1090,Congo,Noncommunicable diseases,Cardiovascular diseases,5.7
1091,Congo,Noncommunicable diseases,Respiratory diseases,1.0
1092,Congo,Noncommunicable diseases,Digestive diseases,1.6
1093,Congo,Noncommunicable diseases,Genitourinary diseases,0.7
1094,Congo,Noncommunicable diseases,Skin diseases,0.0
1095,Congo,Noncommunicable diseases,Musculoskeletal diseases,0.0
1096,Congo,Noncommunicable diseases,Congenital anomalies,0.6
1097,Congo,Noncommunicable diseases,Oral conditions,0.0
1098,Congo,Noncommunicable diseases,Sudden infant death syndrome,0.0
1100,Congo,Injuries,Unintentional injuries,1.8
1101,Congo,Injuries,Intentional injuries,1.3
1102,Costa Rica,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.3
1103,Costa Rica,All Causes,Noncommunicable diseases,11.8
1104,Costa Rica,All Causes,Injuries,1.8
1106,Costa Rica,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.5
1107,Costa Rica,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.5
1108,Costa Rica,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1109,Costa Rica,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.4
1110,Costa Rica,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
1112,Costa Rica,Noncommunicable diseases,Malignant neoplasms,3.0
1113,Costa Rica,Noncommunicable diseases,Other neoplasms,0.1
1114,Costa Rica,Noncommunicable diseases,Diabetes mellitus,0.3
1115,Costa Rica,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
1116,Costa Rica,Noncommunicable diseases,Mental and substance use disorders,0.1
1117,Costa Rica,Noncommunicable diseases,Neurological conditions,0.3
1118,Costa Rica,Noncommunicable diseases,Sense organ diseases,0.0
1119,Costa Rica,Noncommunicable diseases,Cardiovascular diseases,4.7
1120,Costa Rica,Noncommunicable diseases,Respiratory diseases,1.1
1121,Costa Rica,Noncommunicable diseases,Digestive diseases,1.0
1122,Costa Rica,Noncommunicable diseases,Genitourinary diseases,0.6
1123,Costa Rica,Noncommunicable diseases,Skin diseases,0.1
1124,Costa Rica,Noncommunicable diseases,Musculoskeletal diseases,0.1
1125,Costa Rica,Noncommunicable diseases,Congenital anomalies,0.3
1126,Costa Rica,Noncommunicable diseases,Oral conditions,0.0
1127,Costa Rica,Noncommunicable diseases,Sudden infant death syndrome,0.0
1129,Costa Rica,Injuries,Unintentional injuries,1.3
1130,Costa Rica,Injuries,Intentional injuries,0.5
1131,Côte d'Ivoire,All Causes,"Communicable, maternal, perinatal and nutritional conditions",163.8
1132,Côte d'Ivoire,All Causes,Noncommunicable diseases,56.7
1133,Côte d'Ivoire,All Causes,Injuries,15.3
1135,Côte d'Ivoire,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,112.3
1136,Côte d'Ivoire,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,19.9
1137,Côte d'Ivoire,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,4.6
1138,Côte d'Ivoire,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,25.7
1139,Côte d'Ivoire,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,1.4
1141,Côte d'Ivoire,Noncommunicable diseases,Malignant neoplasms,7.0
1142,Côte d'Ivoire,Noncommunicable diseases,Other neoplasms,0.0
1143,Côte d'Ivoire,Noncommunicable diseases,Diabetes mellitus,3.4
1144,Côte d'Ivoire,Noncommunicable diseases,"Endocrine, blood, immune disorders",1.3
1145,Côte d'Ivoire,Noncommunicable diseases,Mental and substance use disorders,0.4
1146,Côte d'Ivoire,Noncommunicable diseases,Neurological conditions,1.7
1147,Côte d'Ivoire,Noncommunicable diseases,Sense organ diseases,0.0
1148,Côte d'Ivoire,Noncommunicable diseases,Cardiovascular diseases,22.7
1149,Côte d'Ivoire,Noncommunicable diseases,Respiratory diseases,4.0
1150,Côte d'Ivoire,Noncommunicable diseases,Digestive diseases,8.4
1151,Côte d'Ivoire,Noncommunicable diseases,Genitourinary diseases,4.1
1152,Côte d'Ivoire,Noncommunicable diseases,Skin diseases,0.2
1153,Côte d'Ivoire,Noncommunicable diseases,Musculoskeletal diseases,0.1
1154,Côte d'Ivoire,Noncommunicable diseases,Congenital anomalies,3.0
1155,Côte d'Ivoire,Noncommunicable diseases,Oral conditions,0.0
1156,Côte d'Ivoire,Noncommunicable diseases,Sudden infant death syndrome,0.3
1158,Côte d'Ivoire,Injuries,Unintentional injuries,10.4
1159,Côte d'Ivoire,Injuries,Intentional injuries,4.9
1160,Croatia,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.7
1161,Croatia,All Causes,Noncommunicable diseases,45.6
1162,Croatia,All Causes,Injuries,2.9
1164,Croatia,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.6
1165,Croatia,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.9
1166,Croatia,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1167,Croatia,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
1168,Croatia,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
1170,Croatia,Noncommunicable diseases,Malignant neoplasms,11.8
1171,Croatia,Noncommunicable diseases,Other neoplasms,0.0
1172,Croatia,Noncommunicable diseases,Diabetes mellitus,0.8
1173,Croatia,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
1174,Croatia,Noncommunicable diseases,Mental and substance use disorders,0.3
1175,Croatia,Noncommunicable diseases,Neurological conditions,0.8
1176,Croatia,Noncommunicable diseases,Sense organ diseases,0.0
1177,Croatia,Noncommunicable diseases,Cardiovascular diseases,26.7
1178,Croatia,Noncommunicable diseases,Respiratory diseases,1.7
1179,Croatia,Noncommunicable diseases,Digestive diseases,2.5
1180,Croatia,Noncommunicable diseases,Genitourinary diseases,0.7
1181,Croatia,Noncommunicable diseases,Skin diseases,0.0
1182,Croatia,Noncommunicable diseases,Musculoskeletal diseases,0.1
1183,Croatia,Noncommunicable diseases,Congenital anomalies,0.1
1184,Croatia,Noncommunicable diseases,Oral conditions,0.0
1185,Croatia,Noncommunicable diseases,Sudden infant death syndrome,0.0
1187,Croatia,Injuries,Unintentional injuries,1.9
1188,Croatia,Injuries,Intentional injuries,1.0
1189,Cuba,All Causes,"Communicable, maternal, perinatal and nutritional conditions",6.7
1190,Cuba,All Causes,Noncommunicable diseases,62.0
1191,Cuba,All Causes,Injuries,7.6
1193,Cuba,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.9
1194,Cuba,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,5.1
1195,Cuba,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
1196,Cuba,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.5
1197,Cuba,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
1199,Cuba,Noncommunicable diseases,Malignant neoplasms,16.5
1200,Cuba,Noncommunicable diseases,Other neoplasms,0.4
1201,Cuba,Noncommunicable diseases,Diabetes mellitus,1.2
1202,Cuba,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.3
1203,Cuba,Noncommunicable diseases,Mental and substance use disorders,0.4
1204,Cuba,Noncommunicable diseases,Neurological conditions,2.4
1205,Cuba,Noncommunicable diseases,Sense organ diseases,0.0
1206,Cuba,Noncommunicable diseases,Cardiovascular diseases,31.0
1207,Cuba,Noncommunicable diseases,Respiratory diseases,4.6
1208,Cuba,Noncommunicable diseases,Digestive diseases,3.0
1209,Cuba,Noncommunicable diseases,Genitourinary diseases,1.0
1210,Cuba,Noncommunicable diseases,Skin diseases,0.1
1211,Cuba,Noncommunicable diseases,Musculoskeletal diseases,0.3
1212,Cuba,Noncommunicable diseases,Congenital anomalies,0.6
1213,Cuba,Noncommunicable diseases,Oral conditions,0.0
1214,Cuba,Noncommunicable diseases,Sudden infant death syndrome,0.0
1216,Cuba,Injuries,Unintentional injuries,5.0
1217,Cuba,Injuries,Intentional injuries,2.5
1218,Cyprus,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.2
1219,Cyprus,All Causes,Noncommunicable diseases,5.3
1220,Cyprus,All Causes,Injuries,0.4
1222,Cyprus,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.1
1223,Cyprus,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.1
1224,Cyprus,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1225,Cyprus,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.0
1226,Cyprus,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
1228,Cyprus,Noncommunicable diseases,Malignant neoplasms,1.2
1229,Cyprus,Noncommunicable diseases,Other neoplasms,0.0
1230,Cyprus,Noncommunicable diseases,Diabetes mellitus,0.4
1231,Cyprus,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
1232,Cyprus,Noncommunicable diseases,Mental and substance use disorders,0.0
1233,Cyprus,Noncommunicable diseases,Neurological conditions,0.2
1234,Cyprus,Noncommunicable diseases,Sense organ diseases,0.0
1235,Cyprus,Noncommunicable diseases,Cardiovascular diseases,2.4
1236,Cyprus,Noncommunicable diseases,Respiratory diseases,0.4
1237,Cyprus,Noncommunicable diseases,Digestive diseases,0.2
1238,Cyprus,Noncommunicable diseases,Genitourinary diseases,0.2
1239,Cyprus,Noncommunicable diseases,Skin diseases,0.0
1240,Cyprus,Noncommunicable diseases,Musculoskeletal diseases,0.0
1241,Cyprus,Noncommunicable diseases,Congenital anomalies,0.0
1242,Cyprus,Noncommunicable diseases,Oral conditions,0.0
1243,Cyprus,Noncommunicable diseases,Sudden infant death syndrome,0.0
1245,Cyprus,Injuries,Unintentional injuries,0.3
1246,Cyprus,Injuries,Intentional injuries,0.0
1247,Czechia,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.3
1248,Czechia,All Causes,Noncommunicable diseases,97.5
1249,Czechia,All Causes,Injuries,7.1
1251,Czechia,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.4
1252,Czechia,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.7
1253,Czechia,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1254,Czechia,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
1255,Czechia,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
1257,Czechia,Noncommunicable diseases,Malignant neoplasms,28.5
1258,Czechia,Noncommunicable diseases,Other neoplasms,0.2
1259,Czechia,Noncommunicable diseases,Diabetes mellitus,1.1
1260,Czechia,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
1261,Czechia,Noncommunicable diseases,Mental and substance use disorders,0.3
1262,Czechia,Noncommunicable diseases,Neurological conditions,1.3
1263,Czechia,Noncommunicable diseases,Sense organ diseases,0.0
1264,Czechia,Noncommunicable diseases,Cardiovascular diseases,56.4
1265,Czechia,Noncommunicable diseases,Respiratory diseases,3.3
1266,Czechia,Noncommunicable diseases,Digestive diseases,4.2
1267,Czechia,Noncommunicable diseases,Genitourinary diseases,1.7
1268,Czechia,Noncommunicable diseases,Skin diseases,0.0
1269,Czechia,Noncommunicable diseases,Musculoskeletal diseases,0.0
1270,Czechia,Noncommunicable diseases,Congenital anomalies,0.1
1271,Czechia,Noncommunicable diseases,Oral conditions,0.0
1272,Czechia,Noncommunicable diseases,Sudden infant death syndrome,0.0
1274,Czechia,Injuries,Unintentional injuries,5.2
1275,Czechia,Injuries,Intentional injuries,1.8
1276,Democratic People's Republic of Korea,All Causes,"Communicable, maternal, perinatal and nutritional conditions",103.1
1277,Democratic People's Republic of Korea,All Causes,Noncommunicable diseases,108.5
1278,Democratic People's Republic of Korea,All Causes,Injuries,14.0
1280,Democratic People's Republic of Korea,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,41.3
1281,Democratic People's Republic of Korea,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,7.1
1282,Democratic People's Republic of Korea,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.5
1283,Democratic People's Republic of Korea,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,8.5
1284,Democratic People's Republic of Korea,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,45.7
1286,Democratic People's Republic of Korea,Noncommunicable diseases,Malignant neoplasms,23.4
1287,Democratic People's Republic of Korea,Noncommunicable diseases,Other neoplasms,0.0
1288,Democratic People's Republic of Korea,Noncommunicable diseases,Diabetes mellitus,2.2
1289,Democratic People's Republic of Korea,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.4
1290,Democratic People's Republic of Korea,Noncommunicable diseases,Mental and substance use disorders,0.5
1291,Democratic People's Republic of Korea,Noncommunicable diseases,Neurological conditions,2.7
1292,Democratic People's Republic of Korea,Noncommunicable diseases,Sense organ diseases,0.0
1293,Democratic People's Republic of Korea,Noncommunicable diseases,Cardiovascular diseases,49.6
1294,Democratic People's Republic of Korea,Noncommunicable diseases,Respiratory diseases,18.8
1295,Democratic People's Republic of Korea,Noncommunicable diseases,Digestive diseases,5.7
1296,Democratic People's Republic of Korea,Noncommunicable diseases,Genitourinary diseases,2.8
1297,Democratic People's Republic of Korea,Noncommunicable diseases,Skin diseases,0.1
1298,Democratic People's Republic of Korea,Noncommunicable diseases,Musculoskeletal diseases,0.2
1299,Democratic People's Republic of Korea,Noncommunicable diseases,Congenital anomalies,1.8
1300,Democratic People's Republic of Korea,Noncommunicable diseases,Oral conditions,0.0
1301,Democratic People's Republic of Korea,Noncommunicable diseases,Sudden infant death syndrome,0.1
1303,Democratic People's Republic of Korea,Injuries,Unintentional injuries,10.3
1304,Democratic People's Republic of Korea,Injuries,Intentional injuries,3.7
1305,Democratic Republic of the Congo,All Causes,"Communicable, maternal, perinatal and nutritional conditions",465.9
1306,Democratic Republic of the Congo,All Causes,Noncommunicable diseases,154.9
1307,Democratic Republic of the Congo,All Causes,Injuries,44.2
1309,Democratic Republic of the Congo,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,295.8
1310,Democratic Republic of the Congo,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,72.3
1311,Democratic Republic of the Congo,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,14.5
1312,Democratic Republic of the Congo,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,72.9
1313,Democratic Republic of the Congo,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,10.4
1315,Democratic Republic of the Congo,Noncommunicable diseases,Malignant neoplasms,21.0
1316,Democratic Republic of the Congo,Noncommunicable diseases,Other neoplasms,0.0
1317,Democratic Republic of the Congo,Noncommunicable diseases,Diabetes mellitus,8.1
1318,Democratic Republic of the Congo,Noncommunicable diseases,"Endocrine, blood, immune disorders",4.4
1319,Democratic Republic of the Congo,Noncommunicable diseases,Mental and substance use disorders,1.0
1320,Democratic Republic of the Congo,Noncommunicable diseases,Neurological conditions,4.0
1321,Democratic Republic of the Congo,Noncommunicable diseases,Sense organ diseases,0.0
