,Zimbabwe,source,target,value
1129,Democratic Republic of the Congo,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,295.8
1130,Democratic Republic of the Congo,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,72.3
1131,Democratic Republic of the Congo,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,14.5
1132,Democratic Republic of the Congo,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,72.9
1133,Democratic Republic of the Congo,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,10.4
1135,Democratic Republic of the Congo,Noncommunicable diseases,Malignant neoplasms,21.0
1136,Democratic Republic of the Congo,Noncommunicable diseases,Other neoplasms,0.0
1137,Democratic Republic of the Congo,Noncommunicable diseases,Diabetes mellitus,8.1
1138,Democratic Republic of the Congo,Noncommunicable diseases,"Endocrine, blood, immune disorders",4.4
1139,Democratic Republic of the Congo,Noncommunicable diseases,Mental and substance use disorders,1.0
1140,Democratic Republic of the Congo,Noncommunicable diseases,Neurological conditions,4.0
1141,Democratic Republic of the Congo,Noncommunicable diseases,Sense organ diseases,0.0
1142,Democratic Republic of the Congo,Noncommunicable diseases,Cardiovascular diseases,63.1
1143,Democratic Republic of the Congo,Noncommunicable diseases,Respiratory diseases,15.4
1144,Democratic Republic of the Congo,Noncommunicable diseases,Digestive diseases,19.2
1145,Democratic Republic of the Congo,Noncommunicable diseases,Genitourinary diseases,7.1
1146,Democratic Republic of the Congo,Noncommunicable diseases,Skin diseases,0.4
1147,Democratic Republic of the Congo,Noncommunicable diseases,Musculoskeletal diseases,0.3
1148,Democratic Republic of the Congo,Noncommunicable diseases,Congenital anomalies,9.8
1149,Democratic Republic of the Congo,Noncommunicable diseases,Oral conditions,0.0
1150,Denmark,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.1
1151,Denmark,All Causes,Noncommunicable diseases,51.8
1152,Denmark,All Causes,Injuries,3.2
1154,Denmark,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.4
1155,Denmark,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.3
1156,Denmark,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1157,Denmark,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
1158,Denmark,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2
1160,Denmark,Noncommunicable diseases,Malignant neoplasms,16.1
1161,Denmark,Noncommunicable diseases,Other neoplasms,0.5
1162,Denmark,Noncommunicable diseases,Diabetes mellitus,1.3
1163,Denmark,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.5
1164,Denmark,Noncommunicable diseases,Mental and substance use disorders,0.7
1165,Denmark,Noncommunicable diseases,Neurological conditions,2.3
1166,Denmark,Noncommunicable diseases,Sense organ diseases,0.0
1167,Denmark,Noncommunicable diseases,Cardiovascular diseases,21.0
1168,Denmark,Noncommunicable diseases,Respiratory diseases,4.9
1169,Denmark,Noncommunicable diseases,Digestive diseases,2.9
1170,Denmark,Noncommunicable diseases,Genitourinary diseases,0.9
1171,Denmark,Noncommunicable diseases,Skin diseases,0.1
1172,Denmark,Noncommunicable diseases,Musculoskeletal diseases,0.3
1173,Denmark,Noncommunicable diseases,Congenital anomalies,0.2
1174,Denmark,Noncommunicable diseases,Oral conditions,0.0
1175,Djibouti,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.9
1176,Djibouti,All Causes,Noncommunicable diseases,2.0
1177,Djibouti,All Causes,Injuries,0.5
1179,Djibouti,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,2.0
1180,Djibouti,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.7
1181,Djibouti,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
1182,Djibouti,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.8
1183,Djibouti,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.3
1185,Djibouti,Noncommunicable diseases,Malignant neoplasms,0.2
1186,Djibouti,Noncommunicable diseases,Other neoplasms,0.0
1187,Djibouti,Noncommunicable diseases,Diabetes mellitus,0.1
1188,Djibouti,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
1189,Djibouti,Noncommunicable diseases,Mental and substance use disorders,0.0
1190,Djibouti,Noncommunicable diseases,Neurological conditions,0.1
1191,Djibouti,Noncommunicable diseases,Sense organ diseases,0.0
1192,Djibouti,Noncommunicable diseases,Cardiovascular diseases,0.9
1193,Djibouti,Noncommunicable diseases,Respiratory diseases,0.1
1194,Djibouti,Noncommunicable diseases,Digestive diseases,0.3
1195,Djibouti,Noncommunicable diseases,Genitourinary diseases,0.1
1196,Djibouti,Noncommunicable diseases,Skin diseases,0.0
1197,Djibouti,Noncommunicable diseases,Musculoskeletal diseases,0.0
1198,Djibouti,Noncommunicable diseases,Congenital anomalies,0.1
1199,Djibouti,Noncommunicable diseases,Oral conditions,0.0
1200,Dominican Republic,All Causes,"Communicable, maternal, perinatal and nutritional conditions",14.0
1201,Dominican Republic,All Causes,Noncommunicable diseases,20.6
1202,Dominican Republic,All Causes,Injuries,5.4
1204,Dominican Republic,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,7.9
1205,Dominican Republic,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.8
1206,Dominican Republic,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
1207,Dominican Republic,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,3.9
1208,Dominican Republic,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.3
1210,Dominican Republic,Noncommunicable diseases,Malignant neoplasms,4.7
1211,Dominican Republic,Noncommunicable diseases,Other neoplasms,0.0
1212,Dominican Republic,Noncommunicable diseases,Diabetes mellitus,1.0
1213,Dominican Republic,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2
1214,Dominican Republic,Noncommunicable diseases,Mental and substance use disorders,0.1
1215,Dominican Republic,Noncommunicable diseases,Neurological conditions,0.9
1216,Dominican Republic,Noncommunicable diseases,Sense organ diseases,0.0
1217,Dominican Republic,Noncommunicable diseases,Cardiovascular diseases,9.0
1218,Dominican Republic,Noncommunicable diseases,Respiratory diseases,0.8
1219,Dominican Republic,Noncommunicable diseases,Digestive diseases,1.9
1220,Dominican Republic,Noncommunicable diseases,Genitourinary diseases,0.8
1221,Dominican Republic,Noncommunicable diseases,Skin diseases,0.0
1222,Dominican Republic,Noncommunicable diseases,Musculoskeletal diseases,0.0
1223,Dominican Republic,Noncommunicable diseases,Congenital anomalies,1.1
1224,Dominican Republic,Noncommunicable diseases,Oral conditions,0.0
1225,Ecuador,All Causes,"Communicable, maternal, perinatal and nutritional conditions",13.4
1226,Ecuador,All Causes,Noncommunicable diseases,36.2
1227,Ecuador,All Causes,Injuries,8.4
1229,Ecuador,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,4.7
1230,Ecuador,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,3.9
1231,Ecuador,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3
1232,Ecuador,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,3.6
1233,Ecuador,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.9
1235,Ecuador,Noncommunicable diseases,Malignant neoplasms,8.4
1236,Ecuador,Noncommunicable diseases,Other neoplasms,0.0
1237,Ecuador,Noncommunicable diseases,Diabetes mellitus,2.3
1238,Ecuador,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2
1239,Ecuador,Noncommunicable diseases,Mental and substance use disorders,0.5
1240,Ecuador,Noncommunicable diseases,Neurological conditions,2.1
1241,Ecuador,Noncommunicable diseases,Sense organ diseases,0.0
1242,Ecuador,Noncommunicable diseases,Cardiovascular diseases,11.6
1243,Ecuador,Noncommunicable diseases,Respiratory diseases,1.7
1244,Ecuador,Noncommunicable diseases,Digestive diseases,3.8
1245,Ecuador,Noncommunicable diseases,Genitourinary diseases,3.1
1246,Ecuador,Noncommunicable diseases,Skin diseases,0.0
1247,Ecuador,Noncommunicable diseases,Musculoskeletal diseases,0.1
1248,Ecuador,Noncommunicable diseases,Congenital anomalies,2.2
1249,Ecuador,Noncommunicable diseases,Oral conditions,0.0
1250,Egypt,All Causes,"Communicable, maternal, perinatal and nutritional conditions",84.9
1251,Egypt,All Causes,Noncommunicable diseases,301.5
1252,Egypt,All Causes,Injuries,20.4
1254,Egypt,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,21.8
1255,Egypt,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,24.7
1256,Egypt,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,1.2
1257,Egypt,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,35.5
1258,Egypt,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,1.6
1260,Egypt,Noncommunicable diseases,Malignant neoplasms,46.7
1261,Egypt,Noncommunicable diseases,Other neoplasms,0.1
1262,Egypt,Noncommunicable diseases,Diabetes mellitus,8.7
1263,Egypt,Noncommunicable diseases,"Endocrine, blood, immune disorders",1.3
1264,Egypt,Noncommunicable diseases,Mental and substance use disorders,0.1
1265,Egypt,Noncommunicable diseases,Neurological conditions,5.9
1266,Egypt,Noncommunicable diseases,Sense organ diseases,0.0
1267,Egypt,Noncommunicable diseases,Cardiovascular diseases,157.0
1268,Egypt,Noncommunicable diseases,Respiratory diseases,15.0
1269,Egypt,Noncommunicable diseases,Digestive diseases,43.7
1270,Egypt,Noncommunicable diseases,Genitourinary diseases,11.7
1271,Egypt,Noncommunicable diseases,Skin diseases,0.1
1272,Egypt,Noncommunicable diseases,Musculoskeletal diseases,0.1
1273,Egypt,Noncommunicable diseases,Congenital anomalies,10.7
1274,Egypt,Noncommunicable diseases,Oral conditions,0.0
1275,El Salvador,All Causes,"Communicable, maternal, perinatal and nutritional conditions",6.7
1276,El Salvador,All Causes,Noncommunicable diseases,17.1
1277,El Salvador,All Causes,Injuries,7.0
1279,El Salvador,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,2.6
1280,El Salvador,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.9
1281,El Salvador,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
1282,El Salvador,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.7
1283,El Salvador,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.4
1285,El Salvador,Noncommunicable diseases,Malignant neoplasms,3.4
1286,El Salvador,Noncommunicable diseases,Other neoplasms,0.0
1287,El Salvador,Noncommunicable diseases,Diabetes mellitus,0.5
1288,El Salvador,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2
1289,El Salvador,Noncommunicable diseases,Mental and substance use disorders,0.9
1290,El Salvador,Noncommunicable diseases,Neurological conditions,0.7
1291,El Salvador,Noncommunicable diseases,Sense organ diseases,0.0
1292,El Salvador,Noncommunicable diseases,Cardiovascular diseases,5.5
1293,El Salvador,Noncommunicable diseases,Respiratory diseases,1.4
1294,El Salvador,Noncommunicable diseases,Digestive diseases,1.7
1295,El Salvador,Noncommunicable diseases,Genitourinary diseases,1.8
1296,El Salvador,Noncommunicable diseases,Skin diseases,0.1
1297,El Salvador,Noncommunicable diseases,Musculoskeletal diseases,0.1
1298,El Salvador,Noncommunicable diseases,Congenital anomalies,0.8
1299,El Salvador,Noncommunicable diseases,Oral conditions,0.0
1300,Equatorial Guinea,All Causes,"Communicable, maternal, perinatal and nutritional conditions",5.1
1301,Equatorial Guinea,All Causes,Noncommunicable diseases,2.4
1302,Equatorial Guinea,All Causes,Injuries,0.5
1304,Equatorial Guinea,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,3.1
1305,Equatorial Guinea,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.9
1306,Equatorial Guinea,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
1307,Equatorial Guinea,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.9
1308,Equatorial Guinea,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
1310,Equatorial Guinea,Noncommunicable diseases,Malignant neoplasms,0.3
1311,Equatorial Guinea,Noncommunicable diseases,Other neoplasms,0.0
1312,Equatorial Guinea,Noncommunicable diseases,Diabetes mellitus,0.2
1313,Equatorial Guinea,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
1314,Equatorial Guinea,Noncommunicable diseases,Mental and substance use disorders,0.0
1315,Equatorial Guinea,Noncommunicable diseases,Neurological conditions,0.1
1316,Equatorial Guinea,Noncommunicable diseases,Sense organ diseases,0.0
1317,Equatorial Guinea,Noncommunicable diseases,Cardiovascular diseases,1.0
1318,Equatorial Guinea,Noncommunicable diseases,Respiratory diseases,0.2
1319,Equatorial Guinea,Noncommunicable diseases,Digestive diseases,0.3
1320,Equatorial Guinea,Noncommunicable diseases,Genitourinary diseases,0.1
1321,Equatorial Guinea,Noncommunicable diseases,Skin diseases,0.0
1322,Equatorial Guinea,Noncommunicable diseases,Musculoskeletal diseases,0.0
1323,Equatorial Guinea,Noncommunicable diseases,Congenital anomalies,0.2
1324,Equatorial Guinea,Noncommunicable diseases,Oral conditions,0.0
1325,Eritrea,All Causes,"Communicable, maternal, perinatal and nutritional conditions",14.2
1326,Eritrea,All Causes,Noncommunicable diseases,10.1
1327,Eritrea,All Causes,Injuries,3.3
1329,Eritrea,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,7.1
1330,Eritrea,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,3.5
1331,Eritrea,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.8
1332,Eritrea,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.8
1333,Eritrea,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.9
1335,Eritrea,Noncommunicable diseases,Malignant neoplasms,1.1
1336,Eritrea,Noncommunicable diseases,Other neoplasms,0.0
1337,Eritrea,Noncommunicable diseases,Diabetes mellitus,0.7
1338,Eritrea,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
1339,Eritrea,Noncommunicable diseases,Mental and substance use disorders,0.1
1340,Eritrea,Noncommunicable diseases,Neurological conditions,0.2
1341,Eritrea,Noncommunicable diseases,Sense organ diseases,0.0
1342,Eritrea,Noncommunicable diseases,Cardiovascular diseases,4.5
1343,Eritrea,Noncommunicable diseases,Respiratory diseases,0.9
1344,Eritrea,Noncommunicable diseases,Digestive diseases,1.6
1345,Eritrea,Noncommunicable diseases,Genitourinary diseases,0.5
1346,Eritrea,Noncommunicable diseases,Skin diseases,0.0
1347,Eritrea,Noncommunicable diseases,Musculoskeletal diseases,0.0
1348,Eritrea,Noncommunicable diseases,Congenital anomalies,0.3
1349,Eritrea,Noncommunicable diseases,Oral conditions,0.0
1350,Estonia,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.6
1351,Estonia,All Causes,Noncommunicable diseases,16.1
1352,Estonia,All Causes,Injuries,1.8
1354,Estonia,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.2
1355,Estonia,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.3
1356,Estonia,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1357,Estonia,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.0
1358,Estonia,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
1360,Estonia,Noncommunicable diseases,Malignant neoplasms,3.5
1361,Estonia,Noncommunicable diseases,Other neoplasms,0.0
1362,Estonia,Noncommunicable diseases,Diabetes mellitus,0.1
1363,Estonia,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
1364,Estonia,Noncommunicable diseases,Mental and substance use disorders,0.4
1365,Estonia,Noncommunicable diseases,Neurological conditions,0.2
1366,Estonia,Noncommunicable diseases,Sense organ diseases,0.0
1367,Estonia,Noncommunicable diseases,Cardiovascular diseases,10.6
1368,Estonia,Noncommunicable diseases,Respiratory diseases,0.3
1369,Estonia,Noncommunicable diseases,Digestive diseases,0.7
1370,Estonia,Noncommunicable diseases,Genitourinary diseases,0.2
1371,Estonia,Noncommunicable diseases,Skin diseases,0.0
1372,Estonia,Noncommunicable diseases,Musculoskeletal diseases,0.0
1373,Estonia,Noncommunicable diseases,Congenital anomalies,0.1
1374,Estonia,Noncommunicable diseases,Oral conditions,0.0
1375,Eswatini,All Causes,"Communicable, maternal, perinatal and nutritional conditions",9.4
1376,Eswatini,All Causes,Noncommunicable diseases,4.3
1377,Eswatini,All Causes,Injuries,1.3
1379,Eswatini,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,7.3
1380,Eswatini,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.1
1381,Eswatini,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.2
1382,Eswatini,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.6
1383,Eswatini,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
1385,Eswatini,Noncommunicable diseases,Malignant neoplasms,0.4
1386,Eswatini,Noncommunicable diseases,Other neoplasms,0.0
1387,Eswatini,Noncommunicable diseases,Diabetes mellitus,0.6
1388,Eswatini,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
1389,Eswatini,Noncommunicable diseases,Mental and substance use disorders,0.0
1390,Eswatini,Noncommunicable diseases,Neurological conditions,0.1
1391,Eswatini,Noncommunicable diseases,Sense organ diseases,0.0
1392,Eswatini,Noncommunicable diseases,Cardiovascular diseases,1.6
1393,Eswatini,Noncommunicable diseases,Respiratory diseases,0.4
1394,Eswatini,Noncommunicable diseases,Digestive diseases,0.5
1395,Eswatini,Noncommunicable diseases,Genitourinary diseases,0.3
1396,Eswatini,Noncommunicable diseases,Skin diseases,0.0
1397,Eswatini,Noncommunicable diseases,Musculoskeletal diseases,0.0
1398,Eswatini,Noncommunicable diseases,Congenital anomalies,0.2
1399,Eswatini,Noncommunicable diseases,Oral conditions,0.0
1400,Ethiopia,All Causes,"Communicable, maternal, perinatal and nutritional conditions",654.4
1401,Ethiopia,All Causes,Noncommunicable diseases,220.7
1402,Ethiopia,All Causes,Injuries,106.5
1404,Ethiopia,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,369.1
1405,Ethiopia,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,120.8
1406,Ethiopia,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,28.7
1407,Ethiopia,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,107.2
1408,Ethiopia,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,28.6
1410,Ethiopia,Noncommunicable diseases,Malignant neoplasms,33.3
1411,Ethiopia,Noncommunicable diseases,Other neoplasms,0.1
1412,Ethiopia,Noncommunicable diseases,Diabetes mellitus,13.5
1413,Ethiopia,Noncommunicable diseases,"Endocrine, blood, immune disorders",1.8
1414,Ethiopia,Noncommunicable diseases,Mental and substance use disorders,0.9
1415,Ethiopia,Noncommunicable diseases,Neurological conditions,6.4
1416,Ethiopia,Noncommunicable diseases,Sense organ diseases,0.0
1417,Ethiopia,Noncommunicable diseases,Cardiovascular diseases,81.5
1418,Ethiopia,Noncommunicable diseases,Respiratory diseases,17.4
1419,Ethiopia,Noncommunicable diseases,Digestive diseases,34.9
1420,Ethiopia,Noncommunicable diseases,Genitourinary diseases,13.7
1421,Ethiopia,Noncommunicable diseases,Skin diseases,0.7
1422,Ethiopia,Noncommunicable diseases,Musculoskeletal diseases,0.3
1423,Ethiopia,Noncommunicable diseases,Congenital anomalies,15.3
1424,Ethiopia,Noncommunicable diseases,Oral conditions,0.0
1425,Fiji,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.7
1426,Fiji,All Causes,Noncommunicable diseases,4.4
1427,Fiji,All Causes,Injuries,0.4
1429,Fiji,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.3
1430,Fiji,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.2
1431,Fiji,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1432,Fiji,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
1433,Fiji,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
1435,Fiji,Noncommunicable diseases,Malignant neoplasms,0.4
1436,Fiji,Noncommunicable diseases,Other neoplasms,0.0
1437,Fiji,Noncommunicable diseases,Diabetes mellitus,1.0
1438,Fiji,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
1439,Fiji,Noncommunicable diseases,Mental and substance use disorders,0.0
1440,Fiji,Noncommunicable diseases,Neurological conditions,0.1
1441,Fiji,Noncommunicable diseases,Sense organ diseases,0.0
1442,Fiji,Noncommunicable diseases,Cardiovascular diseases,1.9
1443,Fiji,Noncommunicable diseases,Respiratory diseases,0.4
1444,Fiji,Noncommunicable diseases,Digestive diseases,0.1
1445,Fiji,Noncommunicable diseases,Genitourinary diseases,0.2
1446,Fiji,Noncommunicable diseases,Skin diseases,0.0
1447,Fiji,Noncommunicable diseases,Musculoskeletal diseases,0.0
1448,Fiji,Noncommunicable diseases,Congenital anomalies,0.1
1449,Fiji,Noncommunicable diseases,Oral conditions,0.0
1450,Finland,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.4
1451,Finland,All Causes,Noncommunicable diseases,42.6
1452,Finland,All Causes,Injuries,3.7
1454,Finland,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.4
1455,Finland,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.9
1456,Finland,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1457,Finland,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1
1458,Finland,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
1460,Finland,Noncommunicable diseases,Malignant neoplasms,10.3
1461,Finland,Noncommunicable diseases,Other neoplasms,0.3
1462,Finland,Noncommunicable diseases,Diabetes mellitus,0.5
1463,Finland,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
1464,Finland,Noncommunicable diseases,Mental and substance use disorders,0.9
1465,Finland,Noncommunicable diseases,Neurological conditions,4.2
1466,Finland,Noncommunicable diseases,Sense organ diseases,0.0
1467,Finland,Noncommunicable diseases,Cardiovascular diseases,21.5
1468,Finland,Noncommunicable diseases,Respiratory diseases,1.6
1469,Finland,Noncommunicable diseases,Digestive diseases,2.1
1470,Finland,Noncommunicable diseases,Genitourinary diseases,0.5
1471,Finland,Noncommunicable diseases,Skin diseases,0.0
1472,Finland,Noncommunicable diseases,Musculoskeletal diseases,0.3
1473,Finland,Noncommunicable diseases,Congenital anomalies,0.2
1474,Finland,Noncommunicable diseases,Oral conditions,0.0
1475,France,All Causes,"Communicable, maternal, perinatal and nutritional conditions",34.9
1476,France,All Causes,Noncommunicable diseases,452.5
1477,France,All Causes,Injuries,42.0
1479,France,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,11.7
1480,France,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,18.0
1481,France,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
1482,France,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.6
1483,France,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,3.5
1485,France,Noncommunicable diseases,Malignant neoplasms,152.1
1486,France,Noncommunicable diseases,Other neoplasms,6.5
1487,France,Noncommunicable diseases,Diabetes mellitus,10.3
1488,France,Noncommunicable diseases,"Endocrine, blood, immune disorders",7.7
1489,France,Noncommunicable diseases,Mental and substance use disorders,4.9
1490,France,Noncommunicable diseases,Neurological conditions,34.7
1491,France,Noncommunicable diseases,Sense organ diseases,0.0
1492,France,Noncommunicable diseases,Cardiovascular diseases,165.5
1493,France,Noncommunicable diseases,Respiratory diseases,27.4
1494,France,Noncommunicable diseases,Digestive diseases,25.2
1495,France,Noncommunicable diseases,Genitourinary diseases,9.2
1496,France,Noncommunicable diseases,Skin diseases,2.4
1497,France,Noncommunicable diseases,Musculoskeletal diseases,4.1
1498,France,Noncommunicable diseases,Congenital anomalies,2.2
1499,France,Noncommunicable diseases,Oral conditions,0.0
1500,Gabon,All Causes,"Communicable, maternal, perinatal and nutritional conditions",7.1
1501,Gabon,All Causes,Noncommunicable diseases,5.9
1502,Gabon,All Causes,Injuries,0.9
1504,Gabon,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,4.9
1505,Gabon,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.0
1506,Gabon,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
1507,Gabon,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.0
1508,Gabon,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
1510,Gabon,Noncommunicable diseases,Malignant neoplasms,0.7
1511,Gabon,Noncommunicable diseases,Other neoplasms,0.0
1512,Gabon,Noncommunicable diseases,Diabetes mellitus,0.6
1513,Gabon,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
1514,Gabon,Noncommunicable diseases,Mental and substance use disorders,0.0
1515,Gabon,Noncommunicable diseases,Neurological conditions,0.2
1516,Gabon,Noncommunicable diseases,Sense organ diseases,0.0
1517,Gabon,Noncommunicable diseases,Cardiovascular diseases,2.7
1518,Gabon,Noncommunicable diseases,Respiratory diseases,0.4
1519,Gabon,Noncommunicable diseases,Digestive diseases,0.7
1520,Gabon,Noncommunicable diseases,Genitourinary diseases,0.4
1521,Gabon,Noncommunicable diseases,Skin diseases,0.0
1522,Gabon,Noncommunicable diseases,Musculoskeletal diseases,0.0
1523,Gabon,Noncommunicable diseases,Congenital anomalies,0.2
1524,Gabon,Noncommunicable diseases,Oral conditions,0.0
1525,Gambia,All Causes,"Communicable, maternal, perinatal and nutritional conditions",8.1
1526,Gambia,All Causes,Noncommunicable diseases,3.4
1527,Gambia,All Causes,Injuries,1.1
1529,Gambia,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,4.1
1530,Gambia,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.5
1531,Gambia,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3
1532,Gambia,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.9
1533,Gambia,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2
1535,Gambia,Noncommunicable diseases,Malignant neoplasms,0.3
1536,Gambia,Noncommunicable diseases,Other neoplasms,0.0
1537,Gambia,Noncommunicable diseases,Diabetes mellitus,0.2
1538,Gambia,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2
1539,Gambia,Noncommunicable diseases,Mental and substance use disorders,0.0
1540,Gambia,Noncommunicable diseases,Neurological conditions,0.1
1541,Gambia,Noncommunicable diseases,Sense organ diseases,0.0
1542,Gambia,Noncommunicable diseases,Cardiovascular diseases,1.3
1543,Gambia,Noncommunicable diseases,Respiratory diseases,0.2
1544,Gambia,Noncommunicable diseases,Digestive diseases,0.5
1545,Gambia,Noncommunicable diseases,Genitourinary diseases,0.2
1546,Gambia,Noncommunicable diseases,Skin diseases,0.0
1547,Gambia,Noncommunicable diseases,Musculoskeletal diseases,0.0
