,Country,Year,source,target,value,real deaths
2551,Mauritania,2000,Noncommunicable diseases,Respiratory diseases,0.26666666666666666,0.3
2552,Mauritania,2000,Noncommunicable diseases,Digestive diseases,0.7111111111111111,0.8
2553,Mauritania,2000,Noncommunicable diseases,Genitourinary diseases,0.35555555555555557,0.4
2556,Mauritania,2000,Noncommunicable diseases,Congenital anomalies,0.35555555555555557,0.4
2558,Mauritania,2000,Injuries,Unintentional injuries,1.1555555555555554,1.3
2559,Mauritania,2000,Injuries,Intentional injuries,0.4444444444444444,0.5
2560,Mauritius,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.5384615384615385,0.6
2561,Mauritius,2000,All Causes,Noncommunicable diseases,17.179487179487182,6.7
2562,Mauritius,2000,All Causes,Injuries,1.2820512820512822,0.5
2563,Mauritius,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.25641025641025644,0.1
2564,Mauritius,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.7692307692307693,0.3
2566,Mauritius,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.5128205128205129,0.2
2568,Mauritius,2000,Noncommunicable diseases,Malignant neoplasms,2.0512820512820515,0.8
2570,Mauritius,2000,Noncommunicable diseases,Diabetes mellitus,2.820512820512821,1.1
2573,Mauritius,2000,Noncommunicable diseases,Neurological conditions,0.25641025641025644,0.1
2574,Mauritius,2000,Noncommunicable diseases,Cardiovascular diseases,6.410256410256411,2.5
2575,Mauritius,2000,Noncommunicable diseases,Respiratory diseases,1.794871794871795,0.7
2576,Mauritius,2000,Noncommunicable diseases,Digestive diseases,1.2820512820512822,0.5
2577,Mauritius,2000,Noncommunicable diseases,Genitourinary diseases,2.307692307692308,0.9
2580,Mauritius,2000,Noncommunicable diseases,Congenital anomalies,0.25641025641025644,0.1
2582,Mauritius,2000,Injuries,Unintentional injuries,0.7692307692307693,0.3
2583,Mauritius,2000,Injuries,Intentional injuries,0.5128205128205129,0.2
2584,Mexico,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.579223046704496,82.0
2585,Mexico,2000,All Causes,Noncommunicable diseases,14.033173286774336,321.5
2586,Mexico,2000,All Causes,Injuries,2.38760366652117,54.7
2587,Mexico,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.9340899170667832,21.4
2588,Mexico,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.9122653862941948,20.9
2589,Mexico,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.05674378000872983,1.3
2590,Mexico,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.1174159755565258,25.6
2591,Mexico,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.5630728939327806,12.9
2592,Mexico,2000,Noncommunicable diseases,Malignant neoplasms,2.457442164993453,56.3
2593,Mexico,2000,Noncommunicable diseases,Other neoplasms,0.11785246617197734,2.7
2594,Mexico,2000,Noncommunicable diseases,Diabetes mellitus,1.6412047140986472,37.6
2595,Mexico,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.23134002618943697,5.3
2596,Mexico,2000,Noncommunicable diseases,Mental and substance use disorders,0.22697512003491932,5.2
2597,Mexico,2000,Noncommunicable diseases,Neurological conditions,0.29681361850720217,6.8
2599,Mexico,2000,Noncommunicable diseases,Cardiovascular diseases,4.238323876036666,97.1
2600,Mexico,2000,Noncommunicable diseases,Respiratory diseases,1.1523352247926673,26.4
2601,Mexico,2000,Noncommunicable diseases,Digestive diseases,1.8725447402880842,42.9
2602,Mexico,2000,Noncommunicable diseases,Genitourinary diseases,0.9690091663029247,22.2
2603,Mexico,2000,Noncommunicable diseases,Skin diseases,0.04364906154517679,1.0
2604,Mexico,2000,Noncommunicable diseases,Musculoskeletal diseases,0.122217372326495,2.8
2605,Mexico,2000,Noncommunicable diseases,Congenital anomalies,0.6416412047140988,14.7
2608,Mexico,2000,Injuries,Unintentional injuries,1.7372326494980361,39.8
2609,Mexico,2000,Injuries,Intentional injuries,0.6503710170231342,14.9
2610,Micronesia (Federated States of),2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",4.444444444444445,0.2
2611,Micronesia (Federated States of),2000,All Causes,Noncommunicable diseases,13.333333333333332,0.6
2612,Micronesia (Federated States of),2000,All Causes,Injuries,2.2222222222222223,0.1
2613,Micronesia (Federated States of),2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,2.0,0.1
2614,Micronesia (Federated States of),2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.0,0.1
2616,Micronesia (Federated States of),2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.0,0.1
2618,Micronesia (Federated States of),2000,Noncommunicable diseases,Malignant neoplasms,2.0,0.1
2620,Micronesia (Federated States of),2000,Noncommunicable diseases,Diabetes mellitus,2.0,0.1
2624,Micronesia (Federated States of),2000,Noncommunicable diseases,Cardiovascular diseases,6.0,0.3
2625,Micronesia (Federated States of),2000,Noncommunicable diseases,Respiratory diseases,2.0,0.1
2632,Micronesia (Federated States of),2000,Injuries,Unintentional injuries,2.0,0.1
2634,Mongolia,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.2535885167464116,3.4
2635,Mongolia,2000,All Causes,Noncommunicable diseases,14.354066985645934,15.0
2636,Mongolia,2000,All Causes,Injuries,2.392344497607656,2.5
2637,Mongolia,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.2560386473429952,1.3
2638,Mongolia,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.9661835748792271,1.0
2639,Mongolia,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.09661835748792272,0.1
2640,Mongolia,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.8695652173913044,0.9
2642,Mongolia,2000,Noncommunicable diseases,Malignant neoplasms,2.5120772946859904,2.6
2644,Mongolia,2000,Noncommunicable diseases,Diabetes mellitus,0.09661835748792272,0.1
2645,Mongolia,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.09661835748792272,0.1
2646,Mongolia,2000,Noncommunicable diseases,Mental and substance use disorders,0.09661835748792272,0.1
2647,Mongolia,2000,Noncommunicable diseases,Neurological conditions,0.2898550724637681,0.3
2648,Mongolia,2000,Noncommunicable diseases,Cardiovascular diseases,8.309178743961352,8.6
2649,Mongolia,2000,Noncommunicable diseases,Respiratory diseases,0.5797101449275363,0.6
2650,Mongolia,2000,Noncommunicable diseases,Digestive diseases,1.6425120772946862,1.7
2651,Mongolia,2000,Noncommunicable diseases,Genitourinary diseases,0.5797101449275363,0.6
2654,Mongolia,2000,Noncommunicable diseases,Congenital anomalies,0.2898550724637681,0.3
2656,Mongolia,2000,Injuries,Unintentional injuries,1.4492753623188408,1.5
2657,Mongolia,2000,Injuries,Intentional injuries,0.8695652173913044,0.9
2658,Montenegro,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.7272727272727272,0.2
2659,Montenegro,2000,All Causes,Noncommunicable diseases,17.818181818181817,4.9
2660,Montenegro,2000,All Causes,Injuries,1.4545454545454544,0.4
2662,Montenegro,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.36363636363636376,0.1
2664,Montenegro,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.36363636363636376,0.1
2666,Montenegro,2000,Noncommunicable diseases,Malignant neoplasms,3.636363636363637,1.0
2668,Montenegro,2000,Noncommunicable diseases,Diabetes mellitus,0.36363636363636376,0.1
2671,Montenegro,2000,Noncommunicable diseases,Neurological conditions,0.7272727272727275,0.2
2672,Montenegro,2000,Noncommunicable diseases,Cardiovascular diseases,12.000000000000002,3.3
2673,Montenegro,2000,Noncommunicable diseases,Respiratory diseases,0.36363636363636376,0.1
2674,Montenegro,2000,Noncommunicable diseases,Digestive diseases,0.36363636363636376,0.1
2675,Montenegro,2000,Noncommunicable diseases,Genitourinary diseases,0.36363636363636376,0.1
2680,Montenegro,2000,Injuries,Unintentional injuries,0.7272727272727275,0.2
2681,Montenegro,2000,Injuries,Intentional injuries,0.7272727272727275,0.2
2682,Morocco,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",4.260355029585798,36.0
2683,Morocco,2000,All Causes,Noncommunicable diseases,13.550295857988164,114.5
2684,Morocco,2000,All Causes,Injuries,2.1893491124260356,18.5
2685,Morocco,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.3483146067415728,11.4
2686,Morocco,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.0408042578356,8.8
2687,Morocco,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.14192785334121819,1.2
2688,Morocco,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.6913069189828502,14.3
2689,Morocco,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.04730928444707273,0.4
2690,Morocco,2000,Noncommunicable diseases,Malignant neoplasms,1.9751626256652863,16.7
2692,Morocco,2000,Noncommunicable diseases,Diabetes mellitus,0.31933767001774094,2.7
2693,Morocco,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.08279124778237727,0.7
2694,Morocco,2000,Noncommunicable diseases,Mental and substance use disorders,0.04730928444707273,0.4
2695,Morocco,2000,Noncommunicable diseases,Neurological conditions,0.37847427557658186,3.2
2696,Morocco,2000,Noncommunicable diseases,Cardiovascular diseases,8.39739798935541,71.0
2697,Morocco,2000,Noncommunicable diseases,Respiratory diseases,0.7096392667060909,6.0
2698,Morocco,2000,Noncommunicable diseases,Digestive diseases,0.6268480189237137,5.3
2699,Morocco,2000,Noncommunicable diseases,Genitourinary diseases,0.579538734476641,4.9
2702,Morocco,2000,Noncommunicable diseases,Congenital anomalies,0.36664695446481366,3.1
2703,Morocco,2000,Noncommunicable diseases,Sudden infant death syndrome,0.035481963335304546,0.3
2704,Morocco,2000,Injuries,Unintentional injuries,1.7859254878769955,15.1
2705,Morocco,2000,Injuries,Intentional injuries,0.4021289178001182,3.4
2706,Mozambique,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",13.810760667903525,186.1
2707,Mozambique,2000,All Causes,Noncommunicable diseases,4.838589981447124,65.2
2708,Mozambique,2000,All Causes,Injuries,1.3506493506493507,18.2
2709,Mozambique,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,9.001113999257337,121.2
2710,Mozambique,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.774972150018567,23.9
2711,Mozambique,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.35647976234682516,4.8
2712,Mozambique,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.294838470107687,30.9
2713,Mozambique,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.3861864092090606,5.2
2714,Mozambique,2000,Noncommunicable diseases,Malignant neoplasms,0.6683995544002972,9.0
2716,Mozambique,2000,Noncommunicable diseases,Diabetes mellitus,0.30449313033791314,4.1
2717,Mozambique,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.044559970293353145,0.6
2718,Mozambique,2000,Noncommunicable diseases,Mental and substance use disorders,0.022279985146676572,0.3
2719,Mozambique,2000,Noncommunicable diseases,Neurological conditions,0.15595989602673602,2.1
2720,Mozambique,2000,Noncommunicable diseases,Cardiovascular diseases,2.1165985889342744,28.5
2721,Mozambique,2000,Noncommunicable diseases,Respiratory diseases,0.34162643891570743,4.6
2722,Mozambique,2000,Noncommunicable diseases,Digestive diseases,0.5495729669513555,7.4
2723,Mozambique,2000,Noncommunicable diseases,Genitourinary diseases,0.27478648347567775,3.7
2726,Mozambique,2000,Noncommunicable diseases,Congenital anomalies,0.2970664686223543,4.0
2727,Mozambique,2000,Noncommunicable diseases,Sudden infant death syndrome,0.029706646862235432,0.4
2728,Mozambique,2000,Injuries,Unintentional injuries,1.10657259561827,14.9
2729,Mozambique,2000,Injuries,Intentional injuries,0.25250649832900113,3.4
2730,Myanmar,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",8.755232430050672,198.7
2731,Myanmar,2000,All Causes,Noncommunicable diseases,9.808327825512228,222.6
2732,Myanmar,2000,All Causes,Injuries,1.4364397444371009,32.6
2733,Myanmar,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,5.74829182279039,130.4
2734,Myanmar,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.1725810006612298,26.6
2735,Myanmar,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1807361692748512,4.1
2736,Myanmar,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.5516861362133567,35.2
2737,Myanmar,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.10579678201454705,2.4
2738,Myanmar,2000,Noncommunicable diseases,Malignant neoplasms,1.7897288957460875,40.6
2740,Myanmar,2000,Noncommunicable diseases,Diabetes mellitus,0.5730659025787965,13.0
2741,Myanmar,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.052898391007273525,1.2
2742,Myanmar,2000,Noncommunicable diseases,Mental and substance use disorders,0.026449195503636762,0.6
2743,Myanmar,2000,Noncommunicable diseases,Neurological conditions,0.18955256777606344,4.3
2744,Myanmar,2000,Noncommunicable diseases,Cardiovascular diseases,4.121666299316729,93.5
2745,Myanmar,2000,Noncommunicable diseases,Respiratory diseases,1.5428697377121445,35.0
2746,Myanmar,2000,Noncommunicable diseases,Digestive diseases,0.8287414591139519,18.8
2747,Myanmar,2000,Noncommunicable diseases,Genitourinary diseases,0.3967379325545514,9.0
2748,Myanmar,2000,Noncommunicable diseases,Skin diseases,0.022040996253030635,0.5
2750,Myanmar,2000,Noncommunicable diseases,Congenital anomalies,0.22481816178091246,5.1
2751,Myanmar,2000,Noncommunicable diseases,Sudden infant death syndrome,0.026449195503636762,0.6
2752,Myanmar,2000,Injuries,Unintentional injuries,1.212254793916685,27.5
2753,Myanmar,2000,Injuries,Intentional injuries,0.22040996253030634,5.0
2754,Namibia,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",11.999999999999998,12.6
2755,Namibia,2000,All Causes,Noncommunicable diseases,6.095238095238095,6.4
2756,Namibia,2000,All Causes,Injuries,1.9047619047619047,2.0
2757,Namibia,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,9.047619047619051,9.5
2758,Namibia,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.6190476190476195,1.7
2759,Namibia,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.19047619047619055,0.2
2760,Namibia,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.9523809523809527,1.0
2761,Namibia,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.19047619047619055,0.2
2762,Namibia,2000,Noncommunicable diseases,Malignant neoplasms,0.6666666666666669,0.7
2764,Namibia,2000,Noncommunicable diseases,Diabetes mellitus,0.5714285714285716,0.6
2765,Namibia,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.09523809523809527,0.1
2766,Namibia,2000,Noncommunicable diseases,Mental and substance use disorders,0.09523809523809527,0.1
2767,Namibia,2000,Noncommunicable diseases,Neurological conditions,0.19047619047619055,0.2
2768,Namibia,2000,Noncommunicable diseases,Cardiovascular diseases,2.6666666666666674,2.8
2769,Namibia,2000,Noncommunicable diseases,Respiratory diseases,0.6666666666666669,0.7
2770,Namibia,2000,Noncommunicable diseases,Digestive diseases,0.6666666666666669,0.7
2771,Namibia,2000,Noncommunicable diseases,Genitourinary diseases,0.2857142857142858,0.3
2774,Namibia,2000,Noncommunicable diseases,Congenital anomalies,0.19047619047619055,0.2
2776,Namibia,2000,Injuries,Unintentional injuries,1.0476190476190481,1.1
2777,Namibia,2000,Injuries,Intentional injuries,0.8571428571428574,0.9
2778,Nepal,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",11.587485515643106,100.0
2779,Nepal,2000,All Causes,Noncommunicable diseases,6.79026651216686,58.6
2780,Nepal,2000,All Causes,Injuries,1.622247972190035,14.0
2781,Nepal,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,6.740011580775913,58.2
2782,Nepal,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.551823972206138,13.4
2783,Nepal,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.2547770700636943,2.2
2784,Nepal,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.7678054429646783,23.9
2785,Nepal,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.26635784597568035,2.3
2786,Nepal,2000,Noncommunicable diseases,Malignant neoplasms,1.1928199189345687,10.3
2788,Nepal,2000,Noncommunicable diseases,Diabetes mellitus,0.10422698320787493,0.9
2790,Nepal,2000,Noncommunicable diseases,Mental and substance use disorders,0.02316155182397221,0.2
2791,Nepal,2000,Noncommunicable diseases,Neurological conditions,0.19687319050376376,1.7
2792,Nepal,2000,Noncommunicable diseases,Cardiovascular diseases,2.0382165605095546,17.6
2793,Nepal,2000,Noncommunicable diseases,Respiratory diseases,1.864504921829763,16.1
2794,Nepal,2000,Noncommunicable diseases,Digestive diseases,0.7180081065431384,6.2
2795,Nepal,2000,Noncommunicable diseases,Genitourinary diseases,0.23161551823972207,2.0
2798,Nepal,2000,Noncommunicable diseases,Congenital anomalies,0.38216560509554137,3.3
2799,Nepal,2000,Noncommunicable diseases,Sudden infant death syndrome,0.02316155182397221,0.2
2800,Nepal,2000,Injuries,Unintentional injuries,1.239143022582513,10.7
2801,Nepal,2000,Injuries,Intentional injuries,0.38216560509554137,3.3
2802,Netherlands,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.430615164520744,10.0
2803,Netherlands,2000,All Causes,Noncommunicable diseases,17.82546494992847,124.6
2804,Netherlands,2000,All Causes,Injuries,0.7439198855507869,5.2
2805,Netherlands,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.2580645161290323,1.8
2806,Netherlands,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.0609318996415773,7.4
2808,Netherlands,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.07168458781362008,0.5
2809,Netherlands,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.043010752688172046,0.3
2810,Netherlands,2000,Noncommunicable diseases,Malignant neoplasms,5.706093189964158,39.8
2811,Netherlands,2000,Noncommunicable diseases,Other neoplasms,0.1577060931899642,1.1
2812,Netherlands,2000,Noncommunicable diseases,Diabetes mellitus,0.4731182795698925,3.3
2813,Netherlands,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1577060931899642,1.1
2814,Netherlands,2000,Noncommunicable diseases,Mental and substance use disorders,0.07168458781362008,0.5
2815,Netherlands,2000,Noncommunicable diseases,Neurological conditions,1.1326164874551974,7.9
2817,Netherlands,2000,Noncommunicable diseases,Cardiovascular diseases,7.082437275985664,49.4
2818,Netherlands,2000,Noncommunicable diseases,Respiratory diseases,1.4910394265232978,10.4
2819,Netherlands,2000,Noncommunicable diseases,Digestive diseases,0.8028673835125448,5.6
2820,Netherlands,2000,Noncommunicable diseases,Genitourinary diseases,0.45878136200716857,3.2
2821,Netherlands,2000,Noncommunicable diseases,Skin diseases,0.07168458781362008,0.5
2822,Netherlands,2000,Noncommunicable diseases,Musculoskeletal diseases,0.12903225806451615,0.9
2823,Netherlands,2000,Noncommunicable diseases,Congenital anomalies,0.1003584229390681,0.7
2826,Netherlands,2000,Injuries,Unintentional injuries,0.48745519713261654,3.4
2827,Netherlands,2000,Injuries,Intentional injuries,0.24372759856630827,1.7
2828,New Zealand,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.5223880597014925,0.7
2829,New Zealand,2000,All Causes,Noncommunicable diseases,18.283582089552237,24.5
2830,New Zealand,2000,All Causes,Injuries,1.1940298507462686,1.6
2831,New Zealand,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.1492537313432836,0.2
2832,New Zealand,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.2985074626865672,0.4
2834,New Zealand,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.0746268656716418,0.1
2836,New Zealand,2000,Noncommunicable diseases,Malignant neoplasms,5.746268656716419,7.7
2837,New Zealand,2000,Noncommunicable diseases,Other neoplasms,0.1492537313432836,0.2
2838,New Zealand,2000,Noncommunicable diseases,Diabetes mellitus,0.5223880597014925,0.7
2839,New Zealand,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1492537313432836,0.2
2840,New Zealand,2000,Noncommunicable diseases,Mental and substance use disorders,0.0746268656716418,0.1
2841,New Zealand,2000,Noncommunicable diseases,Neurological conditions,0.9701492537313434,1.3
2843,New Zealand,2000,Noncommunicable diseases,Cardiovascular diseases,8.134328358208956,10.9
2844,New Zealand,2000,Noncommunicable diseases,Respiratory diseases,1.3432835820895523,1.8
2845,New Zealand,2000,Noncommunicable diseases,Digestive diseases,0.5223880597014925,0.7
2846,New Zealand,2000,Noncommunicable diseases,Genitourinary diseases,0.2985074626865672,0.4
2847,New Zealand,2000,Noncommunicable diseases,Skin diseases,0.0746268656716418,0.1
2848,New Zealand,2000,Noncommunicable diseases,Musculoskeletal diseases,0.1492537313432836,0.2
2849,New Zealand,2000,Noncommunicable diseases,Congenital anomalies,0.1492537313432836,0.2
2852,New Zealand,2000,Injuries,Unintentional injuries,0.8208955223880599,1.1
2853,New Zealand,2000,Injuries,Intentional injuries,0.373134328358209,0.5
2854,Nicaragua,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",4.784688995215312,5.0
2855,Nicaragua,2000,All Causes,Noncommunicable diseases,12.918660287081341,13.5
2856,Nicaragua,2000,All Causes,Injuries,2.2966507177033493,2.4
2857,Nicaragua,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.4354066985645932,1.5
2858,Nicaragua,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.4354066985645932,1.5
2859,Nicaragua,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.09569377990430622,0.1
2860,Nicaragua,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.5311004784688995,1.6
2861,Nicaragua,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2870813397129186,0.3
2862,Nicaragua,2000,Noncommunicable diseases,Malignant neoplasms,2.296650717703349,2.4
2864,Nicaragua,2000,Noncommunicable diseases,Diabetes mellitus,0.7655502392344498,0.8
2865,Nicaragua,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.09569377990430622,0.1
2866,Nicaragua,2000,Noncommunicable diseases,Mental and substance use disorders,0.19138755980861244,0.2
2867,Nicaragua,2000,Noncommunicable diseases,Neurological conditions,0.19138755980861244,0.2
2868,Nicaragua,2000,Noncommunicable diseases,Cardiovascular diseases,5.071770334928229,5.3
2869,Nicaragua,2000,Noncommunicable diseases,Respiratory diseases,0.8612440191387559,0.9
2870,Nicaragua,2000,Noncommunicable diseases,Digestive diseases,1.1483253588516744,1.2
2871,Nicaragua,2000,Noncommunicable diseases,Genitourinary diseases,1.1483253588516744,1.2
2873,Nicaragua,2000,Noncommunicable diseases,Musculoskeletal diseases,0.09569377990430622,0.1
2874,Nicaragua,2000,Noncommunicable diseases,Congenital anomalies,1.0526315789473684,1.1
2877,Nicaragua,2000,Injuries,Unintentional injuries,1.4354066985645932,1.5
2878,Nicaragua,2000,Injuries,Intentional injuries,0.8612440191387559,0.9
2879,Niger,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",15.475206611570249,149.8
2880,Niger,2000,All Causes,Noncommunicable diseases,3.316115702479339,32.1
2881,Niger,2000,All Causes,Injuries,1.2086776859504131,11.7
2882,Niger,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,9.10031023784902,88.0
2883,Niger,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,3.267838676318512,31.6
2884,Niger,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.361944157187177,3.5
2885,Niger,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.295760082730094,22.2
2886,Niger,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.4550155118924511,4.4
2887,Niger,2000,Noncommunicable diseases,Malignant neoplasms,0.3826266804550157,3.7
2889,Niger,2000,Noncommunicable diseases,Diabetes mellitus,0.1240951396070321,1.2
2890,Niger,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1654601861427095,1.6
2892,Niger,2000,Noncommunicable diseases,Neurological conditions,0.10341261633919342,1.0
2893,Niger,2000,Noncommunicable diseases,Cardiovascular diseases,1.1065149948293695,10.7
2894,Niger,2000,Noncommunicable diseases,Respiratory diseases,0.2481902792140642,2.4
2895,Niger,2000,Noncommunicable diseases,Digestive diseases,0.4756980351602897,4.6
2896,Niger,2000,Noncommunicable diseases,Genitourinary diseases,0.18614270941054817,1.8
2899,Niger,2000,Noncommunicable diseases,Congenital anomalies,0.4756980351602897,4.6
2900,Niger,2000,Noncommunicable diseases,Sudden infant death syndrome,0.020682523267838687,0.2
2901,Niger,2000,Injuries,Unintentional injuries,0.9824198552223375,9.5
2902,Niger,2000,Injuries,Intentional injuries,0.22750775594622555,2.2
2903,Nigeria,2000,All Causes,"Communicable, maternal, perinatal and nutritional conditions",14.724584103512013,1194.9
2904,Nigeria,2000,All Causes,Noncommunicable diseases,4.105976586568083,333.2
2905,Nigeria,2000,All Causes,Injuries,1.1694393099199012,94.9
2906,Nigeria,2000,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,9.80283425754775,795.5
2907,Nigeria,2000,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.020948860135551,164.0
2908,Nigeria,2000,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3622920517560073,29.4
2909,Nigeria,2000,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.4460874922982128,198.5
2910,Nigeria,2000,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.09242144177449166,7.5
2911,Nigeria,2000,Noncommunicable diseases,Malignant neoplasms,0.49537892791127536,40.2
2913,Nigeria,2000,Noncommunicable diseases,Diabetes mellitus,0.19716574245224888,16.0
2914,Nigeria,2000,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.133086876155268,10.8
2915,Nigeria,2000,Noncommunicable diseases,Mental and substance use disorders,0.03943314849044978,3.2
2916,Nigeria,2000,Noncommunicable diseases,Neurological conditions,0.11213801601971654,9.1
2917,Nigeria,2000,Noncommunicable diseases,Cardiovascular diseases,1.6672828096118297,135.3
2918,Nigeria,2000,Noncommunicable diseases,Respiratory diseases,0.2378311768330252,19.3
2919,Nigeria,2000,Noncommunicable diseases,Digestive diseases,0.6136783733826247,49.8
2920,Nigeria,2000,Noncommunicable diseases,Genitourinary diseases,0.19593345656192232,15.9
2923,Nigeria,2000,Noncommunicable diseases,Congenital anomalies,0.3684534812076401,29.9
2924,Nigeria,2000,Noncommunicable diseases,Sudden infant death syndrome,0.028342575477510776,2.3
2925,Nigeria,2000,Injuries,Unintentional injuries,0.8490449784349968,68.9
